DriverNumber,Abbreviation,DriverId,TeamName,TeamId,FirstName,LastName,FullName,Position,ClassifiedPosition,GridPosition,Q3,Time,Status,Points,PositionChange,Year,Event,TrackLocation
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,1.0,1,2.0,,0 days 01:29:07.084000,Finished,25.0,1.0,2019,Canadian Grand Prix,Montréal
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,2.0,2,1.0,,0 days 00:00:03.658000,Finished,18.0,-1.0,2019,Canadian Grand Prix,Montréal
16,LEC,leclerc,Ferrari,ferrari,Charles,Leclerc,Charles Leclerc,3.0,3,3.0,,0 days 00:00:04.696000,Finished,15.0,0.0,2019,Canadian Grand Prix,Montréal
77,BOT,bottas,Mercedes,mercedes,Valtteri,Bottas,Valtteri Bottas,4.0,4,6.0,,0 days 00:00:51.043000,Finished,13.0,2.0,2019,Canadian Grand Prix,Montréal
33,VER,max_verstappen,Red Bull Racing,red_bull,Max,Verstappen,Max Verstappen,5.0,5,9.0,,0 days 00:00:57.655000,Finished,10.0,4.0,2019,Canadian Grand Prix,Montréal
3,RIC,ricciardo,Renault,renault,Daniel,Ricciardo,Daniel Ricciardo,6.0,6,4.0,,,+1 Lap,8.0,-2.0,2019,Canadian Grand Prix,Montréal
27,HUL,hulkenberg,Renault,renault,Nico,Hulkenberg,Nico Hulkenberg,7.0,7,7.0,,,+1 Lap,6.0,0.0,2019,Canadian Grand Prix,Montréal
10,GAS,gasly,Red Bull Racing,red_bull,Pierre,Gasly,Pierre Gasly,8.0,8,5.0,,,+1 Lap,4.0,-3.0,2019,Canadian Grand Prix,Montréal
18,STR,stroll,Racing Point,racing_point,Lance,Stroll,Lance Stroll,9.0,9,17.0,,,+1 Lap,2.0,8.0,2019,Canadian Grand Prix,Montréal
26,KVY,kvyat,Toro Rosso,toro_rosso,Daniil,Kvyat,Daniil Kvyat,10.0,10,10.0,,,+1 Lap,1.0,0.0,2019,Canadian Grand Prix,Montréal
55,SAI,sainz,McLaren,mclaren,Carlos,Sainz,Carlos Sainz,11.0,11,11.0,,,+1 Lap,0.0,0.0,2019,Canadian Grand Prix,Montréal
11,PER,perez,Racing Point,racing_point,Sergio,Perez,Sergio Perez,12.0,12,15.0,,,+1 Lap,0.0,3.0,2019,Canadian Grand Prix,Montréal
99,GIO,giovinazzi,Alfa Romeo Racing,alfa,Antonio,Giovinazzi,Antonio Giovinazzi,13.0,13,12.0,,,+1 Lap,0.0,-1.0,2019,Canadian Grand Prix,Montréal
8,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,14.0,14,14.0,,,+1 Lap,0.0,0.0,2019,Canadian Grand Prix,Montréal
7,RAI,raikkonen,Alfa Romeo Racing,alfa,Kimi,Räikkönen,Kimi Räikkönen,15.0,15,16.0,,,+1 Lap,0.0,1.0,2019,Canadian Grand Prix,Montréal
63,RUS,russell,Williams,williams,George,Russell,George Russell,16.0,16,18.0,,,+2 Laps,0.0,2.0,2019,Canadian Grand Prix,Montréal
20,MAG,kevin_magnussen,Haas F1 Team,haas,Kevin,Magnussen,Kevin Magnussen,17.0,17,0.0,,,+2 Laps,0.0,-17.0,2019,Canadian Grand Prix,Montréal
88,KUB,kubica,Williams,williams,Robert,Kubica,Robert Kubica,18.0,18,19.0,,,+3 Laps,0.0,1.0,2019,Canadian Grand Prix,Montréal
23,ALB,albon,Toro Rosso,toro_rosso,Alexander,Albon,Alexander Albon,19.0,R,13.0,,,Collision damage,0.0,-6.0,2019,Canadian Grand Prix,Montréal
4,NOR,norris,McLaren,mclaren,Lando,Norris,Lando Norris,20.0,R,8.0,,,Suspension,0.0,-12.0,2019,Canadian Grand Prix,Montréal
