DriverNumber,Abbreviation,DriverId,TeamName,TeamId,FirstName,LastName,FullName,Position,ClassifiedPosition,GridPosition,Q1,Q2,Q3,Time,Status,Points,PositionChange,Year,Event
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,1.0,1,14.0,,,,0 days 01:32:29.845000,Finished,25.0,13.0,2018,German Grand Prix
77,BOT,bottas,Mercedes,mercedes,Valtteri,Bottas,Valtteri Bottas,2.0,2,2.0,,,,0 days 00:00:04.535000,Finished,18.0,0.0,2018,German Grand Prix
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,3.0,3,3.0,,,,0 days 00:00:06.732000,Finished,15.0,0.0,2018,German Grand Prix
33,VER,max_verstappen,Red Bull Racing,red_bull,Max,Verstappen,Max Verstappen,4.0,4,4.0,,,,0 days 00:00:07.654000,Finished,12.0,0.0,2018,German Grand Prix
27,HUL,hulkenberg,Renault,renault,Nico,Hulkenberg,Nico Hulkenberg,5.0,5,7.0,,,,0 days 00:00:26.609000,Finished,10.0,2.0,2018,German Grand Prix
8,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,6.0,6,6.0,,,,0 days 00:00:28.871000,Finished,8.0,0.0,2018,German Grand Prix
11,PER,perez,Force India,force_india,Sergio,Perez,Sergio Perez,7.0,7,10.0,,,,0 days 00:00:30.556000,Finished,6.0,3.0,2018,German Grand Prix
31,OCO,ocon,Force India,force_india,Esteban,Ocon,Esteban Ocon,8.0,8,15.0,,,,0 days 00:00:31.750000,Finished,4.0,7.0,2018,German Grand Prix
9,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,9.0,9,13.0,,,,0 days 00:00:32.362000,Finished,2.0,4.0,2018,German Grand Prix
28,HAR,brendon_hartley,Toro Rosso,toro_rosso,Brendon,Hartley,Brendon Hartley,10.0,10,17.0,,,,0 days 00:00:34.197000,Finished,1.0,7.0,2018,German Grand Prix
20,MAG,kevin_magnussen,Haas F1 Team,haas,Kevin,Magnussen,Kevin Magnussen,11.0,11,5.0,,,,0 days 00:00:34.919000,Finished,0.0,-6.0,2018,German Grand Prix
55,SAI,sainz,Renault,renault,Carlos,Sainz,Carlos Sainz,12.0,12,8.0,,,,0 days 00:00:43.069000,Finished,0.0,-4.0,2018,German Grand Prix
2,VAN,vandoorne,McLaren,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,13.0,13,19.0,,,,0 days 00:00:46.617000,Finished,0.0,6.0,2018,German Grand Prix
10,GAS,gasly,Toro Rosso,toro_rosso,Pierre,Gasly,Pierre Gasly,14.0,14,16.0,,,,,+1 Lap,0.0,2.0,2018,German Grand Prix
16,LEC,leclerc,Sauber,sauber,Charles,Leclerc,Charles Leclerc,15.0,15,9.0,,,,,+1 Lap,0.0,-6.0,2018,German Grand Prix
14,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,16.0,16,11.0,,,,,Retired,0.0,-5.0,2018,German Grand Prix
18,STR,stroll,Williams,williams,Lance,Stroll,Lance Stroll,17.0,R,18.0,,,,,Engine,0.0,1.0,2018,German Grand Prix
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,18.0,R,1.0,,,,,Accident,0.0,-17.0,2018,German Grand Prix
35,SIR,sirotkin,Williams,williams,Sergey,Sirotkin,Sergey Sirotkin,19.0,R,12.0,,,,,Engine,0.0,-7.0,2018,German Grand Prix
3,RIC,ricciardo,Red Bull Racing,red_bull,Daniel,Ricciardo,Daniel Ricciardo,20.0,R,20.0,,,,,Engine,0.0,0.0,2018,German Grand Prix
