DriverNumber,Abbreviation,DriverId,TeamName,TeamId,FirstName,LastName,FullName,Position,ClassifiedPosition,GridPosition,Q3,Time,Status,Points,PositionChange,Year,Event,TrackLocation
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,1.0,1,2.0,,0 days 01:24:11.672000,Finished,25.0,1.0,2017,Australian Grand Prix,Melbourne
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,2.0,2,1.0,,0 days 00:00:09.975000,Finished,18.0,-1.0,2017,Australian Grand Prix,Melbourne
77,BOT,bottas,Mercedes,mercedes,Valtteri,Bottas,Valtteri Bottas,3.0,3,3.0,,0 days 00:00:11.250000,Finished,15.0,0.0,2017,Australian Grand Prix,Melbourne
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,4.0,4,4.0,,0 days 00:00:22.393000,Finished,12.0,0.0,2017,Australian Grand Prix,Melbourne
33,VER,max_verstappen,Red Bull,red_bull,Max,Verstappen,Max Verstappen,5.0,5,5.0,,0 days 00:00:28.827000,Finished,10.0,0.0,2017,Australian Grand Prix,Melbourne
19,MAS,massa,Williams,williams,Felipe,Massa,Felipe Massa,6.0,6,7.0,,0 days 00:01:23.386000,Finished,8.0,1.0,2017,Australian Grand Prix,Melbourne
11,PER,perez,Force India,force_india,Sergio,Pérez,Sergio Pérez,7.0,7,10.0,,,+1 Lap,6.0,3.0,2017,Australian Grand Prix,Melbourne
55,SAI,sainz,Toro Rosso,toro_rosso,Carlos,Sainz,Carlos Sainz,8.0,8,8.0,,,+1 Lap,4.0,0.0,2017,Australian Grand Prix,Melbourne
26,KVY,kvyat,Toro Rosso,toro_rosso,Daniil,Kvyat,Daniil Kvyat,9.0,9,9.0,,,+1 Lap,2.0,0.0,2017,Australian Grand Prix,Melbourne
31,OCO,ocon,Force India,force_india,Esteban,Ocon,Esteban Ocon,10.0,10,13.0,,,+1 Lap,1.0,3.0,2017,Australian Grand Prix,Melbourne
27,HUL,hulkenberg,Renault,renault,Nico,Hülkenberg,Nico Hülkenberg,11.0,11,11.0,,,+1 Lap,0.0,0.0,2017,Australian Grand Prix,Melbourne
36,GIO,giovinazzi,Sauber,sauber,Antonio,Giovinazzi,Antonio Giovinazzi,12.0,12,16.0,,,+2 Laps,0.0,4.0,2017,Australian Grand Prix,Melbourne
2,VAN,vandoorne,McLaren,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,13.0,13,18.0,,,+2 Laps,0.0,5.0,2017,Australian Grand Prix,Melbourne
14,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,14.0,R,12.0,,,Vibrations,0.0,-2.0,2017,Australian Grand Prix,Melbourne
20,MAG,kevin_magnussen,Haas F1 Team,haas,Kevin,Magnussen,Kevin Magnussen,15.0,R,17.0,,,Suspension,0.0,2.0,2017,Australian Grand Prix,Melbourne
18,STR,stroll,Williams,williams,Lance,Stroll,Lance Stroll,16.0,R,20.0,,,Brakes,0.0,4.0,2017,Australian Grand Prix,Melbourne
3,RIC,ricciardo,Red Bull,red_bull,Daniel,Ricciardo,Daniel Ricciardo,17.0,R,0.0,,,Power Unit,0.0,-17.0,2017,Australian Grand Prix,Melbourne
9,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,18.0,R,14.0,,,Hydraulics,0.0,-4.0,2017,Australian Grand Prix,Melbourne
30,PAL,jolyon_palmer,Renault,renault,Jolyon,Palmer,Jolyon Palmer,19.0,R,19.0,,,Brakes,0.0,0.0,2017,Australian Grand Prix,Melbourne
8,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,20.0,R,6.0,,,Water leak,0.0,-14.0,2017,Australian Grand Prix,Melbourne
