DriverNumber,Abbreviation,DriverId,TeamName,TeamId,FirstName,LastName,FullName,Position,ClassifiedPosition,GridPosition,Q1,Q2,Q3,Time,Status,Points,PositionChange,Year,Event
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,1.0,1,1.0,,,,0 days 01:38:12.618000,Finished,25.0,0.0,2016,United States Grand Prix
6,ROS,rosberg,Mercedes,mercedes,Nico,Rosberg,Nico Rosberg,2.0,2,2.0,,,,0 days 00:00:04.520000,Finished,18.0,0.0,2016,United States Grand Prix
3,RIC,ricciardo,Red Bull,red_bull,Daniel,Ricciardo,Daniel Ricciardo,3.0,3,3.0,,,,0 days 00:00:19.692000,Finished,15.0,0.0,2016,United States Grand Prix
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,4.0,4,6.0,,,,0 days 00:00:43.134000,Finished,12.0,2.0,2016,United States Grand Prix
14,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,5.0,5,12.0,,,,0 days 00:01:33.953000,Finished,10.0,7.0,2016,United States Grand Prix
55,SAI,sainz,Toro Rosso,toro_rosso,Carlos,Sainz,Carlos Sainz,6.0,6,10.0,,,,0 days 00:01:36.124000,Finished,8.0,4.0,2016,United States Grand Prix
19,MAS,massa,Williams,williams,Felipe,Massa,Felipe Massa,7.0,7,9.0,,,,,+1 Lap,6.0,2.0,2016,United States Grand Prix
11,PER,perez,Force India,force_india,Sergio,Pérez,Sergio Pérez,8.0,8,11.0,,,,,+1 Lap,4.0,3.0,2016,United States Grand Prix
22,BUT,button,McLaren,mclaren,Jenson,Button,Jenson Button,9.0,9,19.0,,,,,+1 Lap,2.0,10.0,2016,United States Grand Prix
8,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,10.0,10,17.0,,,,,+1 Lap,1.0,7.0,2016,United States Grand Prix
26,KVY,kvyat,Toro Rosso,toro_rosso,Daniil,Kvyat,Daniil Kvyat,11.0,11,13.0,,,,,+1 Lap,0.0,2.0,2016,United States Grand Prix
20,MAG,kevin_magnussen,Renault,renault,Kevin,Magnussen,Kevin Magnussen,12.0,12,18.0,,,,,+1 Lap,0.0,6.0,2016,United States Grand Prix
30,PAL,jolyon_palmer,Renault,renault,Jolyon,Palmer,Jolyon Palmer,13.0,13,15.0,,,,,+1 Lap,0.0,2.0,2016,United States Grand Prix
9,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,14.0,14,16.0,,,,,+1 Lap,0.0,2.0,2016,United States Grand Prix
12,NAS,nasr,Sauber,sauber,Felipe,Nasr,Felipe Nasr,15.0,15,21.0,,,,,+1 Lap,0.0,6.0,2016,United States Grand Prix
77,BOT,bottas,Williams,williams,Valtteri,Bottas,Valtteri Bottas,16.0,16,8.0,,,,,+1 Lap,0.0,-8.0,2016,United States Grand Prix
94,WEH,wehrlein,Manor Marussia,manor,Pascal,Wehrlein,Pascal Wehrlein,17.0,17,20.0,,,,,+1 Lap,0.0,3.0,2016,United States Grand Prix
31,OCO,ocon,Manor Marussia,manor,Esteban,Ocon,Esteban Ocon,18.0,18,22.0,,,,,+2 Laps,0.0,4.0,2016,United States Grand Prix
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,19.0,R,5.0,,,,,Wheel,0.0,-14.0,2016,United States Grand Prix
33,VER,max_verstappen,Red Bull,red_bull,Max,Verstappen,Max Verstappen,20.0,R,4.0,,,,,Gearbox,0.0,-16.0,2016,United States Grand Prix
21,GUT,gutierrez,Haas F1 Team,haas,Esteban,Gutiérrez,Esteban Gutiérrez,21.0,R,14.0,,,,,Brakes,0.0,-7.0,2016,United States Grand Prix
27,HUL,hulkenberg,Force India,force_india,Nico,Hülkenberg,Nico Hülkenberg,22.0,R,7.0,,,,,Collision,0.0,-15.0,2016,United States Grand Prix
