DriverNumber,Abbreviation,DriverId,TeamName,TeamId,FirstName,LastName,FullName,Position,ClassifiedPosition,GridPosition,Q1,Q2,Q3,Time,Status,Points,PositionChange,Year,Event
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,1.0,1,1.0,,,,0 days 01:35:05.809000,Finished,25.0,0.0,2015,Bahrain Grand Prix
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,2.0,2,4.0,,,,0 days 00:00:03.380000,Finished,18.0,2.0,2015,Bahrain Grand Prix
6,ROS,rosberg,Mercedes,mercedes,Nico,Rosberg,Nico Rosberg,3.0,3,3.0,,,,0 days 00:00:06.033000,Finished,15.0,0.0,2015,Bahrain Grand Prix
77,BOT,bottas,Williams,williams,Valtteri,Bottas,Valtteri Bottas,4.0,4,5.0,,,,0 days 00:00:42.957000,Finished,12.0,1.0,2015,Bahrain Grand Prix
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,5.0,5,2.0,,,,0 days 00:00:43.989000,Finished,10.0,-3.0,2015,Bahrain Grand Prix
3,RIC,ricciardo,Red Bull,red_bull,Daniel,Ricciardo,Daniel Ricciardo,6.0,6,7.0,,,,0 days 00:01:01.751000,Finished,8.0,1.0,2015,Bahrain Grand Prix
8,GRO,grosjean,Lotus F1,lotus_f1,Romain,Grosjean,Romain Grosjean,7.0,7,10.0,,,,0 days 00:01:24.763000,Finished,6.0,3.0,2015,Bahrain Grand Prix
11,PER,perez,Force India,force_india,Sergio,Pérez,Sergio Pérez,8.0,8,11.0,,,,,+1 Lap,4.0,3.0,2015,Bahrain Grand Prix
26,KVY,kvyat,Red Bull,red_bull,Daniil,Kvyat,Daniil Kvyat,9.0,9,17.0,,,,,+1 Lap,2.0,8.0,2015,Bahrain Grand Prix
19,MAS,massa,Williams,williams,Felipe,Massa,Felipe Massa,10.0,10,6.0,,,,,+1 Lap,1.0,-4.0,2015,Bahrain Grand Prix
14,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,11.0,11,14.0,,,,,+1 Lap,0.0,3.0,2015,Bahrain Grand Prix
12,NAS,nasr,Sauber,sauber,Felipe,Nasr,Felipe Nasr,12.0,12,12.0,,,,,+1 Lap,0.0,0.0,2015,Bahrain Grand Prix
27,HUL,hulkenberg,Force India,force_india,Nico,Hülkenberg,Nico Hülkenberg,13.0,13,8.0,,,,,+1 Lap,0.0,-5.0,2015,Bahrain Grand Prix
9,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,14.0,14,13.0,,,,,+1 Lap,0.0,-1.0,2015,Bahrain Grand Prix
13,MAL,maldonado,Lotus F1,lotus_f1,Pastor,Maldonado,Pastor Maldonado,15.0,15,16.0,,,,,+1 Lap,0.0,1.0,2015,Bahrain Grand Prix
28,STE,stevens,Manor Marussia,manor,Will,Stevens,Will Stevens,16.0,16,18.0,,,,,+2 Laps,0.0,2.0,2015,Bahrain Grand Prix
98,MER,merhi,Manor Marussia,manor,Roberto,Merhi,Roberto Merhi,17.0,17,19.0,,,,,+3 Laps,0.0,2.0,2015,Bahrain Grand Prix
33,VER,max_verstappen,Toro Rosso,toro_rosso,Max,Verstappen,Max Verstappen,18.0,R,15.0,,,,,Electrical,0.0,-3.0,2015,Bahrain Grand Prix
55,SAI,sainz,Toro Rosso,toro_rosso,Carlos,Sainz,Carlos Sainz,19.0,R,9.0,,,,,Engine,0.0,-10.0,2015,Bahrain Grand Prix
22,BUT,button,McLaren,mclaren,Jenson,Button,Jenson Button,20.0,W,20.0,,,,,ERS,0.0,0.0,2015,Bahrain Grand Prix
