DriverNumber,Abbreviation,DriverId,TeamName,TeamId,FirstName,LastName,FullName,Position,ClassifiedPosition,GridPosition,Q1,Q2,Q3,Time,Status,Points,PositionChange,Year,Event
6,ROS,rosberg,Mercedes,mercedes,Nico,Rosberg,Nico Rosberg,1.0,1,2.0,,,,0 days 01:30:16.930000,Finished,25.0,1.0,2015,Austrian Grand Prix
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,2.0,2,1.0,,,,0 days 00:00:08.800000,Finished,18.0,-1.0,2015,Austrian Grand Prix
19,MAS,massa,Williams,williams,Felipe,Massa,Felipe Massa,3.0,3,4.0,,,,0 days 00:00:17.573000,Finished,15.0,1.0,2015,Austrian Grand Prix
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,4.0,4,3.0,,,,0 days 00:00:18.181000,Finished,12.0,-1.0,2015,Austrian Grand Prix
77,BOT,bottas,Williams,williams,Valtteri,Bottas,Valtteri Bottas,5.0,5,6.0,,,,0 days 00:00:53.604000,Finished,10.0,1.0,2015,Austrian Grand Prix
27,HUL,hulkenberg,Force India,force_india,Nico,Hülkenberg,Nico Hülkenberg,6.0,6,5.0,,,,0 days 00:01:04.075000,Finished,8.0,-1.0,2015,Austrian Grand Prix
13,MAL,maldonado,Lotus F1,lotus_f1,Pastor,Maldonado,Pastor Maldonado,7.0,7,10.0,,,,,+1 Lap,6.0,3.0,2015,Austrian Grand Prix
33,VER,max_verstappen,Toro Rosso,toro_rosso,Max,Verstappen,Max Verstappen,8.0,8,7.0,,,,,+1 Lap,4.0,-1.0,2015,Austrian Grand Prix
11,PER,perez,Force India,force_india,Sergio,Pérez,Sergio Pérez,9.0,9,13.0,,,,,+1 Lap,2.0,4.0,2015,Austrian Grand Prix
3,RIC,ricciardo,Red Bull,red_bull,Daniel,Ricciardo,Daniel Ricciardo,10.0,10,18.0,,,,,+1 Lap,1.0,8.0,2015,Austrian Grand Prix
12,NAS,nasr,Sauber,sauber,Felipe,Nasr,Felipe Nasr,11.0,11,8.0,,,,,+1 Lap,0.0,-3.0,2015,Austrian Grand Prix
26,KVY,kvyat,Red Bull,red_bull,Daniil,Kvyat,Daniil Kvyat,12.0,12,15.0,,,,,+1 Lap,0.0,3.0,2015,Austrian Grand Prix
9,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,13.0,13,11.0,,,,,+2 Laps,0.0,-2.0,2015,Austrian Grand Prix
98,MER,merhi,Manor Marussia,manor,Roberto,Merhi,Roberto Merhi,14.0,14,16.0,,,,,+3 Laps,0.0,2.0,2015,Austrian Grand Prix
8,GRO,grosjean,Lotus F1,lotus_f1,Romain,Grosjean,Romain Grosjean,15.0,R,9.0,,,,,Gearbox,0.0,-6.0,2015,Austrian Grand Prix
55,SAI,sainz,Toro Rosso,toro_rosso,Carlos,Sainz,Carlos Sainz,16.0,R,12.0,,,,,Power loss,0.0,-4.0,2015,Austrian Grand Prix
22,BUT,button,McLaren,mclaren,Jenson,Button,Jenson Button,17.0,R,20.0,,,,,Retired,0.0,3.0,2015,Austrian Grand Prix
28,STE,stevens,Manor Marussia,manor,Will,Stevens,Will Stevens,18.0,R,17.0,,,,,Oil leak,0.0,-1.0,2015,Austrian Grand Prix
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,19.0,R,14.0,,,,,Collision,0.0,-5.0,2015,Austrian Grand Prix
14,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,20.0,R,19.0,,,,,Collision,0.0,-1.0,2015,Austrian Grand Prix
