DriverNumber,Abbreviation,DriverId,TeamName,TeamId,FirstName,LastName,FullName,Position,ClassifiedPosition,GridPosition,Q3,Time,Status,Points,PositionChange,Year,Event,TrackLocation
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,1.0,1,3.0,,0 days 01:16:54.484000,Finished,25.0,2.0,2018,Italian Grand Prix,Monza
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,2.0,2,1.0,,0 days 00:00:08.705000,Finished,18.0,-1.0,2018,Italian Grand Prix,Monza
77,BOT,bottas,Mercedes,mercedes,Valtteri,Bottas,Valtteri Bottas,3.0,3,4.0,,0 days 00:00:14.066000,Finished,15.0,1.0,2018,Italian Grand Prix,Monza
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,4.0,4,2.0,,0 days 00:00:16.151000,Finished,12.0,-2.0,2018,Italian Grand Prix,Monza
33,VER,max_verstappen,Red Bull Racing,red_bull,Max,Verstappen,Max Verstappen,5.0,5,5.0,,0 days 00:00:18.208000,Finished,10.0,0.0,2018,Italian Grand Prix,Monza
31,OCO,ocon,Racing Point,force_india,Esteban,Ocon,Esteban Ocon,6.0,6,8.0,,0 days 00:00:57.761000,Finished,8.0,2.0,2018,Italian Grand Prix,Monza
11,PER,perez,Racing Point,force_india,Sergio,Perez,Sergio Perez,7.0,7,14.0,,0 days 00:00:58.678000,Finished,6.0,7.0,2018,Italian Grand Prix,Monza
55,SAI,sainz,Renault,renault,Carlos,Sainz,Carlos Sainz,8.0,8,7.0,,0 days 00:01:18.140000,Finished,4.0,-1.0,2018,Italian Grand Prix,Monza
18,STR,stroll,Williams,williams,Lance,Stroll,Lance Stroll,9.0,9,10.0,,,+1 Lap,2.0,1.0,2018,Italian Grand Prix,Monza
35,SIR,sirotkin,Williams,williams,Sergey,Sirotkin,Sergey Sirotkin,10.0,10,12.0,,,+1 Lap,1.0,2.0,2018,Italian Grand Prix,Monza
16,LEC,leclerc,Sauber,sauber,Charles,Leclerc,Charles Leclerc,11.0,11,15.0,,,+1 Lap,0.0,4.0,2018,Italian Grand Prix,Monza
2,VAN,vandoorne,McLaren,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,12.0,12,17.0,,,+1 Lap,0.0,5.0,2018,Italian Grand Prix,Monza
27,HUL,hulkenberg,Renault,renault,Nico,Hulkenberg,Nico Hulkenberg,13.0,13,20.0,,,+1 Lap,0.0,7.0,2018,Italian Grand Prix,Monza
10,GAS,gasly,Toro Rosso,toro_rosso,Pierre,Gasly,Pierre Gasly,14.0,14,9.0,,,+1 Lap,0.0,-5.0,2018,Italian Grand Prix,Monza
9,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,15.0,15,18.0,,,+1 Lap,0.0,3.0,2018,Italian Grand Prix,Monza
20,MAG,kevin_magnussen,Haas F1 Team,haas,Kevin,Magnussen,Kevin Magnussen,16.0,16,11.0,,,+1 Lap,0.0,-5.0,2018,Italian Grand Prix,Monza
3,RIC,ricciardo,Red Bull Racing,red_bull,Daniel,Ricciardo,Daniel Ricciardo,17.0,R,19.0,,,Engine,0.0,2.0,2018,Italian Grand Prix,Monza
14,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,18.0,R,13.0,,,Engine,0.0,-5.0,2018,Italian Grand Prix,Monza
28,HAR,brendon_hartley,Toro Rosso,toro_rosso,Brendon,Hartley,Brendon Hartley,19.0,R,16.0,,,Brakes,0.0,-3.0,2018,Italian Grand Prix,Monza
8,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,20.0,D,6.0,,,Disqualified,0.0,-14.0,2018,Italian Grand Prix,Monza
