DriverNumber,Abbreviation,DriverId,TeamName,TeamId,FirstName,LastName,FullName,Position,ClassifiedPosition,GridPosition,Q1,Q2,Q3,Time,Status,Points,PositionChange,Year,Event
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,1.0,1,1.0,,,,0 days 01:34:05.715000,Finished,26.0,0.0,2019,Abu Dhabi Grand Prix
33,VER,max_verstappen,Red Bull Racing,red_bull,Max,Verstappen,Max Verstappen,2.0,2,2.0,,,,0 days 00:00:16.772000,Finished,18.0,0.0,2019,Abu Dhabi Grand Prix
16,LEC,leclerc,Ferrari,ferrari,Charles,Leclerc,Charles Leclerc,3.0,3,3.0,,,,0 days 00:00:43.435000,Finished,15.0,0.0,2019,Abu Dhabi Grand Prix
77,BOT,bottas,Mercedes,mercedes,Valtteri,Bottas,Valtteri Bottas,4.0,4,20.0,,,,0 days 00:00:44.379000,Finished,12.0,16.0,2019,Abu Dhabi Grand Prix
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,5.0,5,4.0,,,,0 days 00:01:04.357000,Finished,10.0,-1.0,2019,Abu Dhabi Grand Prix
23,ALB,albon,Red Bull Racing,red_bull,Alexander,Albon,Alexander Albon,6.0,6,5.0,,,,0 days 00:01:09.205000,Finished,8.0,-1.0,2019,Abu Dhabi Grand Prix
11,PER,perez,Racing Point,racing_point,Sergio,Perez,Sergio Perez,7.0,7,10.0,,,,,+1 Lap,6.0,3.0,2019,Abu Dhabi Grand Prix
4,NOR,norris,McLaren,mclaren,Lando,Norris,Lando Norris,8.0,8,6.0,,,,,+1 Lap,4.0,-2.0,2019,Abu Dhabi Grand Prix
26,KVY,kvyat,Toro Rosso,toro_rosso,Daniil,Kvyat,Daniil Kvyat,9.0,9,13.0,,,,,+1 Lap,2.0,4.0,2019,Abu Dhabi Grand Prix
55,SAI,sainz,McLaren,mclaren,Carlos,Sainz,Carlos Sainz,10.0,10,8.0,,,,,+1 Lap,1.0,-2.0,2019,Abu Dhabi Grand Prix
3,RIC,ricciardo,Renault,renault,Daniel,Ricciardo,Daniel Ricciardo,11.0,11,7.0,,,,,+1 Lap,0.0,-4.0,2019,Abu Dhabi Grand Prix
27,HUL,hulkenberg,Renault,renault,Nico,Hulkenberg,Nico Hulkenberg,12.0,12,9.0,,,,,+1 Lap,0.0,-3.0,2019,Abu Dhabi Grand Prix
7,RAI,raikkonen,Alfa Romeo Racing,alfa,Kimi,Räikkönen,Kimi Räikkönen,13.0,13,17.0,,,,,+1 Lap,0.0,4.0,2019,Abu Dhabi Grand Prix
20,MAG,kevin_magnussen,Haas F1 Team,haas,Kevin,Magnussen,Kevin Magnussen,14.0,14,14.0,,,,,+1 Lap,0.0,0.0,2019,Abu Dhabi Grand Prix
8,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,15.0,15,15.0,,,,,+1 Lap,0.0,0.0,2019,Abu Dhabi Grand Prix
99,GIO,giovinazzi,Alfa Romeo Racing,alfa,Antonio,Giovinazzi,Antonio Giovinazzi,16.0,16,16.0,,,,,+1 Lap,0.0,0.0,2019,Abu Dhabi Grand Prix
63,RUS,russell,Williams,williams,George,Russell,George Russell,17.0,17,18.0,,,,,+1 Lap,0.0,1.0,2019,Abu Dhabi Grand Prix
10,GAS,gasly,Toro Rosso,toro_rosso,Pierre,Gasly,Pierre Gasly,18.0,18,11.0,,,,,+2 Laps,0.0,-7.0,2019,Abu Dhabi Grand Prix
88,KUB,kubica,Williams,williams,Robert,Kubica,Robert Kubica,19.0,19,19.0,,,,,+2 Laps,0.0,0.0,2019,Abu Dhabi Grand Prix
18,STR,stroll,Racing Point,racing_point,Lance,Stroll,Lance Stroll,20.0,R,12.0,,,,,Brakes,0.0,-8.0,2019,Abu Dhabi Grand Prix
