DriverNumber,Abbreviation,DriverId,TeamName,TeamId,FirstName,LastName,FullName,Position,ClassifiedPosition,GridPosition,Q3,Time,Status,Points,PositionChange,Year,Event,TrackLocation
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,1.0,1,2.0,,0 days 01:37:11.024000,Finished,25.0,1.0,2015,Russian Grand Prix,Sochi
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,2.0,2,4.0,,0 days 00:00:05.953000,Finished,18.0,2.0,2015,Russian Grand Prix,Sochi
11,PER,perez,Force India,force_india,Sergio,Pérez,Sergio Pérez,3.0,3,7.0,,0 days 00:00:28.918000,Finished,15.0,4.0,2015,Russian Grand Prix,Sochi
19,MAS,massa,Williams,williams,Felipe,Massa,Felipe Massa,4.0,4,15.0,,0 days 00:00:38.831000,Finished,12.0,11.0,2015,Russian Grand Prix,Sochi
26,KVY,kvyat,Red Bull,red_bull,Daniil,Kvyat,Daniil Kvyat,5.0,5,11.0,,0 days 00:00:47.566000,Finished,10.0,6.0,2015,Russian Grand Prix,Sochi
12,NAS,nasr,Sauber,sauber,Felipe,Nasr,Felipe Nasr,6.0,6,12.0,,0 days 00:00:56.508000,Finished,8.0,6.0,2015,Russian Grand Prix,Sochi
13,MAL,maldonado,Lotus F1,lotus_f1,Pastor,Maldonado,Pastor Maldonado,7.0,7,14.0,,0 days 00:01:01.088000,Finished,6.0,7.0,2015,Russian Grand Prix,Sochi
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,8.0,8,5.0,,0 days 00:01:12.358000,Finished,4.0,-3.0,2015,Russian Grand Prix,Sochi
22,BUT,button,McLaren,mclaren,Jenson,Button,Jenson Button,9.0,9,13.0,,0 days 00:01:19.467000,Finished,2.0,4.0,2015,Russian Grand Prix,Sochi
33,VER,max_verstappen,Toro Rosso,toro_rosso,Max,Verstappen,Max Verstappen,10.0,10,9.0,,0 days 00:01:28.424000,Finished,1.0,-1.0,2015,Russian Grand Prix,Sochi
14,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,11.0,11,19.0,,0 days 00:01:31.210000,Finished,0.0,8.0,2015,Russian Grand Prix,Sochi
77,BOT,bottas,Williams,williams,Valtteri,Bottas,Valtteri Bottas,12.0,12,3.0,,,Collision,0.0,-9.0,2015,Russian Grand Prix,Sochi
98,MER,merhi,Manor Marussia,manor,Roberto,Merhi,Roberto Merhi,13.0,13,18.0,,,+1 Lap,0.0,5.0,2015,Russian Grand Prix,Sochi
28,STE,stevens,Manor Marussia,manor,Will,Stevens,Will Stevens,14.0,14,17.0,,,+2 Laps,0.0,3.0,2015,Russian Grand Prix,Sochi
3,RIC,ricciardo,Red Bull,red_bull,Daniel,Ricciardo,Daniel Ricciardo,15.0,15,10.0,,,Suspension,0.0,-5.0,2015,Russian Grand Prix,Sochi
55,SAI,sainz,Toro Rosso,toro_rosso,Carlos,Sainz,Carlos Sainz,16.0,R,20.0,,,Brakes,0.0,4.0,2015,Russian Grand Prix,Sochi
8,GRO,grosjean,Lotus F1,lotus_f1,Romain,Grosjean,Romain Grosjean,17.0,R,8.0,,,Accident,0.0,-9.0,2015,Russian Grand Prix,Sochi
6,ROS,rosberg,Mercedes,mercedes,Nico,Rosberg,Nico Rosberg,18.0,R,1.0,,,Throttle,0.0,-17.0,2015,Russian Grand Prix,Sochi
27,HUL,hulkenberg,Force India,force_india,Nico,Hülkenberg,Nico Hülkenberg,19.0,R,6.0,,,Collision,0.0,-13.0,2015,Russian Grand Prix,Sochi
9,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,20.0,R,17.0,,,Collision,0.0,-3.0,2015,Russian Grand Prix,Sochi
