DriverNumber,Abbreviation,DriverId,TeamName,TeamId,FirstName,LastName,FullName,Position,ClassifiedPosition,GridPosition,Q1,Q2,Q3,Time,Status,Points,PositionChange,Year,Event
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,1.0,1,1.0,,,,0 days 01:33:05.154000,Finished,25.0,0.0,2017,Canadian Grand Prix
77,BOT,bottas,Mercedes,mercedes,Valtteri,Bottas,Valtteri Bottas,2.0,2,3.0,,,,0 days 00:00:19.783000,Finished,18.0,1.0,2017,Canadian Grand Prix
3,RIC,ricciardo,Red Bull,red_bull,Daniel,Ricciardo,Daniel Ricciardo,3.0,3,6.0,,,,0 days 00:00:35.297000,Finished,15.0,3.0,2017,Canadian Grand Prix
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,4.0,4,2.0,,,,0 days 00:00:35.907000,Finished,12.0,-2.0,2017,Canadian Grand Prix
11,PER,perez,Force India,force_india,Sergio,Pérez,Sergio Pérez,5.0,5,8.0,,,,0 days 00:00:40.476000,Finished,10.0,3.0,2017,Canadian Grand Prix
31,OCO,ocon,Force India,force_india,Esteban,Ocon,Esteban Ocon,6.0,6,9.0,,,,0 days 00:00:40.716000,Finished,8.0,3.0,2017,Canadian Grand Prix
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,7.0,7,4.0,,,,0 days 00:00:58.632000,Finished,6.0,-3.0,2017,Canadian Grand Prix
27,HUL,hulkenberg,Renault,renault,Nico,Hülkenberg,Nico Hülkenberg,8.0,8,10.0,,,,0 days 00:01:00.374000,Finished,4.0,2.0,2017,Canadian Grand Prix
18,STR,stroll,Williams,williams,Lance,Stroll,Lance Stroll,9.0,9,17.0,,,,,+1 Lap,2.0,8.0,2017,Canadian Grand Prix
8,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,10.0,10,14.0,,,,,+1 Lap,1.0,4.0,2017,Canadian Grand Prix
30,PAL,jolyon_palmer,Renault,renault,Jolyon,Palmer,Jolyon Palmer,11.0,11,15.0,,,,,+1 Lap,0.0,4.0,2017,Canadian Grand Prix
20,MAG,kevin_magnussen,Haas F1 Team,haas,Kevin,Magnussen,Kevin Magnussen,12.0,12,18.0,,,,,+1 Lap,0.0,6.0,2017,Canadian Grand Prix
9,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,13.0,13,19.0,,,,,+1 Lap,0.0,6.0,2017,Canadian Grand Prix
2,VAN,vandoorne,McLaren,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,14.0,14,16.0,,,,,+1 Lap,0.0,2.0,2017,Canadian Grand Prix
94,WEH,wehrlein,Sauber,sauber,Pascal,Wehrlein,Pascal Wehrlein,15.0,15,20.0,,,,,+2 Laps,0.0,5.0,2017,Canadian Grand Prix
14,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,16.0,16,12.0,,,,,Power Unit,0.0,-4.0,2017,Canadian Grand Prix
26,KVY,kvyat,Toro Rosso,toro_rosso,Daniil,Kvyat,Daniil Kvyat,17.0,R,11.0,,,,,Power Unit,0.0,-6.0,2017,Canadian Grand Prix
33,VER,max_verstappen,Red Bull,red_bull,Max,Verstappen,Max Verstappen,18.0,R,5.0,,,,,Electrical,0.0,-13.0,2017,Canadian Grand Prix
19,MAS,massa,Williams,williams,Felipe,Massa,Felipe Massa,19.0,R,7.0,,,,,Collision,0.0,-12.0,2017,Canadian Grand Prix
55,SAI,sainz,Toro Rosso,toro_rosso,Carlos,Sainz,Carlos Sainz,20.0,R,13.0,,,,,Collision,0.0,-7.0,2017,Canadian Grand Prix
