DriverNumber,Abbreviation,DriverId,TeamName,TeamId,FirstName,LastName,FullName,Position,ClassifiedPosition,GridPosition,Q1,Q2,Q3,Time,Status,Points,PositionChange,Year,Event
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,1.0,1,3.0,,,,0 days 01:46:09.985000,Finished,25.0,2.0,2015,Hungarian Grand Prix
26,KVY,kvyat,Red Bull,red_bull,Daniil,Kvyat,Daniil Kvyat,2.0,2,7.0,,,,0 days 00:00:15.748000,Finished,18.0,5.0,2015,Hungarian Grand Prix
3,RIC,ricciardo,Red Bull,red_bull,Daniel,Ricciardo,Daniel Ricciardo,3.0,3,4.0,,,,0 days 00:00:25.084000,Finished,15.0,1.0,2015,Hungarian Grand Prix
33,VER,max_verstappen,Toro Rosso,toro_rosso,Max,Verstappen,Max Verstappen,4.0,4,9.0,,,,0 days 00:00:44.251000,Finished,12.0,5.0,2015,Hungarian Grand Prix
14,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,5.0,5,15.0,,,,0 days 00:00:49.079000,Finished,10.0,10.0,2015,Hungarian Grand Prix
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,6.0,6,1.0,,,,0 days 00:00:52.025000,Finished,8.0,-5.0,2015,Hungarian Grand Prix
8,GRO,grosjean,Lotus F1,lotus_f1,Romain,Grosjean,Romain Grosjean,7.0,7,10.0,,,,0 days 00:00:58.578000,Finished,6.0,3.0,2015,Hungarian Grand Prix
6,ROS,rosberg,Mercedes,mercedes,Nico,Rosberg,Nico Rosberg,8.0,8,2.0,,,,0 days 00:00:58.876000,Finished,4.0,-6.0,2015,Hungarian Grand Prix
22,BUT,button,McLaren,mclaren,Jenson,Button,Jenson Button,9.0,9,16.0,,,,0 days 00:01:07.028000,Finished,2.0,7.0,2015,Hungarian Grand Prix
9,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,10.0,10,17.0,,,,0 days 00:01:09.130000,Finished,1.0,7.0,2015,Hungarian Grand Prix
12,NAS,nasr,Sauber,sauber,Felipe,Nasr,Felipe Nasr,11.0,11,18.0,,,,0 days 00:01:13.458000,Finished,0.0,7.0,2015,Hungarian Grand Prix
19,MAS,massa,Williams,williams,Felipe,Massa,Felipe Massa,12.0,12,8.0,,,,0 days 00:01:14.278000,Finished,0.0,-4.0,2015,Hungarian Grand Prix
77,BOT,bottas,Williams,williams,Valtteri,Bottas,Valtteri Bottas,13.0,13,6.0,,,,0 days 00:01:20.228000,Finished,0.0,-7.0,2015,Hungarian Grand Prix
13,MAL,maldonado,Lotus F1,lotus_f1,Pastor,Maldonado,Pastor Maldonado,14.0,14,14.0,,,,0 days 00:01:25.142000,Finished,0.0,0.0,2015,Hungarian Grand Prix
98,MER,merhi,Manor Marussia,manor,Roberto,Merhi,Roberto Merhi,15.0,15,19.0,,,,,+2 Laps,0.0,4.0,2015,Hungarian Grand Prix
28,STE,stevens,Manor Marussia,manor,Will,Stevens,Will Stevens,16.0,16,20.0,,,,,+4 Laps,0.0,4.0,2015,Hungarian Grand Prix
55,SAI,sainz,Toro Rosso,toro_rosso,Carlos,Sainz,Carlos Sainz,17.0,R,12.0,,,,,Electrical,0.0,-5.0,2015,Hungarian Grand Prix
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,18.0,R,5.0,,,,,Power Unit,0.0,-13.0,2015,Hungarian Grand Prix
11,PER,perez,Force India,force_india,Sergio,Pérez,Sergio Pérez,19.0,R,13.0,,,,,Suspension,0.0,-6.0,2015,Hungarian Grand Prix
27,HUL,hulkenberg,Force India,force_india,Nico,Hülkenberg,Nico Hülkenberg,20.0,R,11.0,,,,,Front wing,0.0,-9.0,2015,Hungarian Grand Prix
