DriverNumber,Abbreviation,DriverId,TeamName,TeamId,FirstName,LastName,FullName,Position,ClassifiedPosition,GridPosition,Q1,Q2,Q3,Time,Status,Points,PositionChange,Year,Event
3,RIC,ricciardo,Red Bull,red_bull,Daniel,Ricciardo,Daniel Ricciardo,1.0,1,5.0,,,,0 days 01:24:36.556000,Finished,25.0,4.0,2014,Belgian Grand Prix
6,ROS,rosberg,Mercedes,mercedes,Nico,Rosberg,Nico Rosberg,2.0,2,1.0,,,,0 days 00:00:03.383000,Finished,18.0,-1.0,2014,Belgian Grand Prix
77,BOT,bottas,Williams,williams,Valtteri,Bottas,Valtteri Bottas,3.0,3,6.0,,,,0 days 00:00:28.032000,Finished,15.0,3.0,2014,Belgian Grand Prix
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,4.0,4,8.0,,,,0 days 00:00:36.815000,Finished,12.0,4.0,2014,Belgian Grand Prix
1,VET,vettel,Red Bull,red_bull,Sebastian,Vettel,Sebastian Vettel,5.0,5,3.0,,,,0 days 00:00:52.196000,Finished,10.0,-2.0,2014,Belgian Grand Prix
22,BUT,button,McLaren,mclaren,Jenson,Button,Jenson Button,6.0,6,10.0,,,,0 days 00:00:54.580000,Finished,8.0,4.0,2014,Belgian Grand Prix
14,ALO,alonso,Ferrari,ferrari,Fernando,Alonso,Fernando Alonso,7.0,7,4.0,,,,0 days 00:01:01.162000,Finished,6.0,-3.0,2014,Belgian Grand Prix
11,PER,perez,Force India,force_india,Sergio,Pérez,Sergio Pérez,8.0,8,13.0,,,,0 days 00:01:04.293000,Finished,4.0,5.0,2014,Belgian Grand Prix
26,KVY,kvyat,Toro Rosso,toro_rosso,Daniil,Kvyat,Daniil Kvyat,9.0,9,11.0,,,,0 days 00:01:05.347000,Finished,2.0,2.0,2014,Belgian Grand Prix
27,HUL,hulkenberg,Force India,force_india,Nico,Hülkenberg,Nico Hülkenberg,10.0,10,18.0,,,,0 days 00:01:05.697000,Finished,1.0,8.0,2014,Belgian Grand Prix
25,VER,vergne,Toro Rosso,toro_rosso,Jean-Éric,Vergne,Jean-Éric Vergne,11.0,11,12.0,,,,0 days 00:01:11.920000,Finished,0.0,1.0,2014,Belgian Grand Prix
20,MAG,kevin_magnussen,McLaren,mclaren,Kevin,Magnussen,Kevin Magnussen,12.0,12,7.0,,,,0 days 00:01:14.262000,Finished,0.0,-5.0,2014,Belgian Grand Prix
19,MAS,massa,Williams,williams,Felipe,Massa,Felipe Massa,13.0,13,9.0,,,,0 days 00:01:15.975000,Finished,0.0,-4.0,2014,Belgian Grand Prix
99,SUT,sutil,Sauber,sauber,Adrian,Sutil,Adrian Sutil,14.0,14,14.0,,,,0 days 00:01:22.447000,Finished,0.0,0.0,2014,Belgian Grand Prix
21,GUT,gutierrez,Sauber,sauber,Esteban,Gutiérrez,Esteban Gutiérrez,15.0,15,20.0,,,,0 days 00:01:30.825000,Finished,0.0,5.0,2014,Belgian Grand Prix
4,CHI,chilton,Marussia,marussia,Max,Chilton,Max Chilton,16.0,16,19.0,,,,,+1 Lap,0.0,3.0,2014,Belgian Grand Prix
9,ERI,ericsson,Caterham,caterham,Marcus,Ericsson,Marcus Ericsson,17.0,17,22.0,,,,,+1 Lap,0.0,5.0,2014,Belgian Grand Prix
17,BIA,jules_bianchi,Marussia,marussia,Jules,Bianchi,Jules Bianchi,18.0,18,16.0,,,,,Gearbox,0.0,-2.0,2014,Belgian Grand Prix
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,19.0,R,2.0,,,,,Retired,0.0,-17.0,2014,Belgian Grand Prix
8,GRO,grosjean,Lotus F1,lotus_f1,Romain,Grosjean,Romain Grosjean,20.0,R,15.0,,,,,Retired,0.0,-5.0,2014,Belgian Grand Prix
13,MAL,maldonado,Lotus F1,lotus_f1,Pastor,Maldonado,Pastor Maldonado,21.0,R,17.0,,,,,Mechanical,0.0,-4.0,2014,Belgian Grand Prix
45,LOT,lotterer,Caterham,caterham,André,Lotterer,André Lotterer,22.0,R,21.0,,,,,Power Unit,0.0,-1.0,2014,Belgian Grand Prix
