DriverNumber,Abbreviation,DriverId,TeamName,TeamId,FirstName,LastName,FullName,Position,ClassifiedPosition,GridPosition,Q1,Q2,Q3,Time,Status,Points,PositionChange,Year,Event,TrackLocation
6,ROS,rosberg,Mercedes,mercedes,Nico,Rosberg,Nico Rosberg,1.0,1,1.0,,,,0 days 01:44:51.058000,Finished,25.0,0.0,2016,Belgian Grand Prix,Spa
3,RIC,ricciardo,Red Bull,red_bull,Daniel,Ricciardo,Daniel Ricciardo,2.0,2,5.0,,,,0 days 00:00:14.113000,Finished,18.0,3.0,2016,Belgian Grand Prix,Spa
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,3.0,3,21.0,,,,0 days 00:00:27.634000,Finished,15.0,18.0,2016,Belgian Grand Prix,Spa
27,HUL,hulkenberg,Force India,force_india,Nico,Hülkenberg,Nico Hülkenberg,4.0,4,7.0,,,,0 days 00:00:35.907000,Finished,12.0,3.0,2016,Belgian Grand Prix,Spa
11,PER,perez,Force India,force_india,Sergio,Pérez,Sergio Pérez,5.0,5,6.0,,,,0 days 00:00:40.660000,Finished,10.0,1.0,2016,Belgian Grand Prix,Spa
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,6.0,6,4.0,,,,0 days 00:00:45.394000,Finished,8.0,-2.0,2016,Belgian Grand Prix,Spa
14,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,7.0,7,22.0,,,,0 days 00:00:59.445000,Finished,6.0,15.0,2016,Belgian Grand Prix,Spa
77,BOT,bottas,Williams,williams,Valtteri,Bottas,Valtteri Bottas,8.0,8,8.0,,,,0 days 00:01:00.151000,Finished,4.0,0.0,2016,Belgian Grand Prix,Spa
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,9.0,9,3.0,,,,0 days 00:01:01.109000,Finished,2.0,-6.0,2016,Belgian Grand Prix,Spa
19,MAS,massa,Williams,williams,Felipe,Massa,Felipe Massa,10.0,10,10.0,,,,0 days 00:01:05.873000,Finished,1.0,0.0,2016,Belgian Grand Prix,Spa
33,VER,max_verstappen,Red Bull,red_bull,Max,Verstappen,Max Verstappen,11.0,11,2.0,,,,0 days 00:01:11.138000,Finished,0.0,-9.0,2016,Belgian Grand Prix,Spa
21,GUT,gutierrez,Haas F1 Team,haas,Esteban,Gutiérrez,Esteban Gutiérrez,12.0,12,18.0,,,,0 days 00:01:13.877000,Finished,0.0,6.0,2016,Belgian Grand Prix,Spa
8,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,13.0,13,11.0,,,,0 days 00:01:16.474000,Finished,0.0,-2.0,2016,Belgian Grand Prix,Spa
26,KVY,kvyat,Toro Rosso,toro_rosso,Daniil,Kvyat,Daniil Kvyat,14.0,14,19.0,,,,0 days 00:01:27.097000,Finished,0.0,5.0,2016,Belgian Grand Prix,Spa
30,PAL,jolyon_palmer,Renault,renault,Jolyon,Palmer,Jolyon Palmer,15.0,15,13.0,,,,0 days 00:01:33.165000,Finished,0.0,-2.0,2016,Belgian Grand Prix,Spa
31,OCO,ocon,Manor Marussia,manor,Esteban,Ocon,Esteban Ocon,16.0,16,17.0,,,,,+1 Lap,0.0,1.0,2016,Belgian Grand Prix,Spa
12,NAS,nasr,Sauber,sauber,Felipe,Nasr,Felipe Nasr,17.0,17,16.0,,,,,+1 Lap,0.0,-1.0,2016,Belgian Grand Prix,Spa
20,MAG,kevin_magnussen,Renault,renault,Kevin,Magnussen,Kevin Magnussen,18.0,R,12.0,,,,,Accident,0.0,-6.0,2016,Belgian Grand Prix,Spa
9,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,19.0,R,20.0,,,,,Gearbox,0.0,1.0,2016,Belgian Grand Prix,Spa
55,SAI,sainz,Toro Rosso,toro_rosso,Carlos,Sainz,Carlos Sainz,20.0,R,14.0,,,,,Puncture,0.0,-6.0,2016,Belgian Grand Prix,Spa
22,BUT,button,McLaren,mclaren,Jenson,Button,Jenson Button,21.0,R,9.0,,,,,Collision damage,0.0,-12.0,2016,Belgian Grand Prix,Spa
94,WEH,wehrlein,Manor Marussia,manor,Pascal,Wehrlein,Pascal Wehrlein,22.0,R,15.0,,,,,Collision damage,0.0,-7.0,2016,Belgian Grand Prix,Spa
