DriverNumber,Abbreviation,DriverId,TeamName,TeamId,FirstName,LastName,FullName,Position,ClassifiedPosition,GridPosition,Q1,Q2,Q3,Time,Status,Points,PositionChange,Year,Event,TrackLocation
77,BOT,bottas,Mercedes,mercedes,Valtteri,Bottas,Valtteri Bottas,1.0,1,1.0,,,,0 days 01:30:55.739000,Finished,25.0,0.0,2020,Austrian Grand Prix,Spielberg
16,LEC,leclerc,Ferrari,ferrari,Charles,Leclerc,Charles Leclerc,2.0,2,7.0,,,,0 days 00:00:02.700000,Finished,18.0,5.0,2020,Austrian Grand Prix,Spielberg
4,NOR,norris,McLaren,mclaren,Lando,Norris,Lando Norris,3.0,3,3.0,,,,0 days 00:00:05.491000,Finished,16.0,0.0,2020,Austrian Grand Prix,Spielberg
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,4.0,4,5.0,,,,0 days 00:00:05.689000,Finished,12.0,1.0,2020,Austrian Grand Prix,Spielberg
55,SAI,sainz,McLaren,mclaren,Carlos,Sainz,Carlos Sainz,5.0,5,8.0,,,,0 days 00:00:08.903000,Finished,10.0,3.0,2020,Austrian Grand Prix,Spielberg
11,PER,perez,Racing Point,racing_point,Sergio,Perez,Sergio Perez,6.0,6,6.0,,,,0 days 00:00:15.092000,Finished,8.0,0.0,2020,Austrian Grand Prix,Spielberg
10,GAS,gasly,AlphaTauri,alphatauri,Pierre,Gasly,Pierre Gasly,7.0,7,12.0,,,,0 days 00:00:16.682000,Finished,6.0,5.0,2020,Austrian Grand Prix,Spielberg
31,OCO,ocon,Renault,renault,Esteban,Ocon,Esteban Ocon,8.0,8,14.0,,,,0 days 00:00:17.456000,Finished,4.0,6.0,2020,Austrian Grand Prix,Spielberg
99,GIO,giovinazzi,Alfa Romeo Racing,alfa,Antonio,Giovinazzi,Antonio Giovinazzi,9.0,9,18.0,,,,0 days 00:00:21.146000,Finished,2.0,9.0,2020,Austrian Grand Prix,Spielberg
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,10.0,10,11.0,,,,0 days 00:00:24.545000,Finished,1.0,1.0,2020,Austrian Grand Prix,Spielberg
6,LAT,latifi,Williams,williams,Nicholas,Latifi,Nicholas Latifi,11.0,11,20.0,,,,0 days 00:00:31.650000,Finished,0.0,9.0,2020,Austrian Grand Prix,Spielberg
26,KVY,kvyat,AlphaTauri,alphatauri,Daniil,Kvyat,Daniil Kvyat,12.0,12,13.0,,,,,Suspension,0.0,1.0,2020,Austrian Grand Prix,Spielberg
23,ALB,albon,Red Bull Racing,red_bull,Alexander,Albon,Alexander Albon,13.0,13,4.0,,,,,Electronics,0.0,-9.0,2020,Austrian Grand Prix,Spielberg
7,RAI,raikkonen,Alfa Romeo Racing,alfa,Kimi,Räikkönen,Kimi Räikkönen,14.0,R,19.0,,,,,Wheel,0.0,5.0,2020,Austrian Grand Prix,Spielberg
63,RUS,russell,Williams,williams,George,Russell,George Russell,15.0,R,17.0,,,,,Fuel pressure,0.0,2.0,2020,Austrian Grand Prix,Spielberg
8,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,16.0,R,15.0,,,,,Brakes,0.0,-1.0,2020,Austrian Grand Prix,Spielberg
20,MAG,kevin_magnussen,Haas F1 Team,haas,Kevin,Magnussen,Kevin Magnussen,17.0,R,16.0,,,,,Brakes,0.0,-1.0,2020,Austrian Grand Prix,Spielberg
18,STR,stroll,Racing Point,racing_point,Lance,Stroll,Lance Stroll,18.0,R,9.0,,,,,Engine,0.0,-9.0,2020,Austrian Grand Prix,Spielberg
3,RIC,ricciardo,Renault,renault,Daniel,Ricciardo,Daniel Ricciardo,19.0,R,10.0,,,,,Overheating,0.0,-9.0,2020,Austrian Grand Prix,Spielberg
33,VER,max_verstappen,Red Bull Racing,red_bull,Max,Verstappen,Max Verstappen,20.0,R,2.0,,,,,Electronics,0.0,-18.0,2020,Austrian Grand Prix,Spielberg
