DriverNumber,Abbreviation,DriverId,TeamName,TeamId,FirstName,LastName,FullName,Position,ClassifiedPosition,GridPosition,Q1,Q2,Q3,Time,Status,Points,PositionChange,Year,Event,TrackLocation
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,1.0,1,2.0,,,,0 days 01:34:18.643000,Finished,25.0,1.0,2018,United States Grand Prix,Austin
33,VER,max_verstappen,Red Bull Racing,red_bull,Max,Verstappen,Max Verstappen,2.0,2,18.0,,,,0 days 00:00:01.281000,Finished,18.0,16.0,2018,United States Grand Prix,Austin
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,3.0,3,1.0,,,,0 days 00:00:02.342000,Finished,15.0,-2.0,2018,United States Grand Prix,Austin
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,4.0,4,5.0,,,,0 days 00:00:18.222000,Finished,12.0,1.0,2018,United States Grand Prix,Austin
77,BOT,bottas,Mercedes,mercedes,Valtteri,Bottas,Valtteri Bottas,5.0,5,3.0,,,,0 days 00:00:24.744000,Finished,10.0,-2.0,2018,United States Grand Prix,Austin
27,HUL,hulkenberg,Renault,renault,Nico,Hulkenberg,Nico Hulkenberg,6.0,6,7.0,,,,0 days 00:01:27.210000,Finished,8.0,1.0,2018,United States Grand Prix,Austin
55,SAI,sainz,Renault,renault,Carlos,Sainz,Carlos Sainz,7.0,7,11.0,,,,0 days 00:01:34.994000,Finished,6.0,4.0,2018,United States Grand Prix,Austin
11,PER,perez,Racing Point,force_india,Sergio,Perez,Sergio Perez,8.0,8,10.0,,,,0 days 00:01:41.080000,Finished,4.0,2.0,2018,United States Grand Prix,Austin
28,HAR,brendon_hartley,Toro Rosso,toro_rosso,Brendon,Hartley,Brendon Hartley,9.0,9,20.0,,,,,+1 Lap,2.0,11.0,2018,United States Grand Prix,Austin
9,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,10.0,10,16.0,,,,,+1 Lap,1.0,6.0,2018,United States Grand Prix,Austin
2,VAN,vandoorne,McLaren,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,11.0,11,17.0,,,,,+1 Lap,0.0,6.0,2018,United States Grand Prix,Austin
10,GAS,gasly,Toro Rosso,toro_rosso,Pierre,Gasly,Pierre Gasly,12.0,12,19.0,,,,,+1 Lap,0.0,7.0,2018,United States Grand Prix,Austin
35,SIR,sirotkin,Williams,williams,Sergey,Sirotkin,Sergey Sirotkin,13.0,13,14.0,,,,,+1 Lap,0.0,1.0,2018,United States Grand Prix,Austin
18,STR,stroll,Williams,williams,Lance,Stroll,Lance Stroll,14.0,14,15.0,,,,,+2 Laps,0.0,1.0,2018,United States Grand Prix,Austin
16,LEC,leclerc,Sauber,sauber,Charles,Leclerc,Charles Leclerc,15.0,R,9.0,,,,,Collision damage,0.0,-6.0,2018,United States Grand Prix,Austin
3,RIC,ricciardo,Red Bull Racing,red_bull,Daniel,Ricciardo,Daniel Ricciardo,16.0,R,4.0,,,,,Battery,0.0,-12.0,2018,United States Grand Prix,Austin
8,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,17.0,R,8.0,,,,,Collision damage,0.0,-9.0,2018,United States Grand Prix,Austin
14,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,18.0,R,13.0,,,,,Collision,0.0,-5.0,2018,United States Grand Prix,Austin
31,OCO,ocon,Racing Point,force_india,Esteban,Ocon,Esteban Ocon,19.0,D,6.0,,,,,Disqualified,0.0,-13.0,2018,United States Grand Prix,Austin
20,MAG,kevin_magnussen,Haas F1 Team,haas,Kevin,Magnussen,Kevin Magnussen,20.0,D,12.0,,,,,Disqualified,0.0,-8.0,2018,United States Grand Prix,Austin
