DriverNumber,Abbreviation,DriverId,TeamName,TeamId,FirstName,LastName,FullName,Position,ClassifiedPosition,GridPosition,Q1,Q2,Q3,Time,Status,Points,PositionChange,Year,Event,TrackLocation
77,BOT,bottas,Mercedes,mercedes,Valtteri,Bottas,Valtteri Bottas,1.0,1,1.0,,,,0 days 01:34:14.062000,Finished,25.0,0.0,2017,Abu Dhabi Grand Prix,Abu Dhabi
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,2.0,2,2.0,,,,0 days 00:00:03.899000,Finished,18.0,0.0,2017,Abu Dhabi Grand Prix,Abu Dhabi
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,3.0,3,3.0,,,,0 days 00:00:19.330000,Finished,15.0,0.0,2017,Abu Dhabi Grand Prix,Abu Dhabi
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,4.0,4,5.0,,,,0 days 00:00:45.386000,Finished,12.0,1.0,2017,Abu Dhabi Grand Prix,Abu Dhabi
33,VER,max_verstappen,Red Bull,red_bull,Max,Verstappen,Max Verstappen,5.0,5,6.0,,,,0 days 00:00:46.269000,Finished,10.0,1.0,2017,Abu Dhabi Grand Prix,Abu Dhabi
27,HUL,hulkenberg,Renault,renault,Nico,Hülkenberg,Nico Hülkenberg,6.0,6,7.0,,,,0 days 00:01:25.713000,Finished,8.0,1.0,2017,Abu Dhabi Grand Prix,Abu Dhabi
11,PER,perez,Force India,force_india,Sergio,Pérez,Sergio Pérez,7.0,7,8.0,,,,0 days 00:01:32.062000,Finished,6.0,1.0,2017,Abu Dhabi Grand Prix,Abu Dhabi
31,OCO,ocon,Force India,force_india,Esteban,Ocon,Esteban Ocon,8.0,8,9.0,,,,0 days 00:01:38.911000,Finished,4.0,1.0,2017,Abu Dhabi Grand Prix,Abu Dhabi
14,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,9.0,9,11.0,,,,,+1 Lap,2.0,2.0,2017,Abu Dhabi Grand Prix,Abu Dhabi
19,MAS,massa,Williams,williams,Felipe,Massa,Felipe Massa,10.0,10,10.0,,,,,+1 Lap,1.0,0.0,2017,Abu Dhabi Grand Prix,Abu Dhabi
8,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,11.0,11,16.0,,,,,+1 Lap,0.0,5.0,2017,Abu Dhabi Grand Prix,Abu Dhabi
2,VAN,vandoorne,McLaren,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,12.0,12,13.0,,,,,+1 Lap,0.0,1.0,2017,Abu Dhabi Grand Prix,Abu Dhabi
20,MAG,kevin_magnussen,Haas F1 Team,haas,Kevin,Magnussen,Kevin Magnussen,13.0,13,14.0,,,,,+1 Lap,0.0,1.0,2017,Abu Dhabi Grand Prix,Abu Dhabi
94,WEH,wehrlein,Sauber,sauber,Pascal,Wehrlein,Pascal Wehrlein,14.0,14,18.0,,,,,+1 Lap,0.0,4.0,2017,Abu Dhabi Grand Prix,Abu Dhabi
28,HAR,brendon_hartley,Toro Rosso,toro_rosso,Brendon,Hartley,Brendon Hartley,15.0,15,20.0,,,,,+1 Lap,0.0,5.0,2017,Abu Dhabi Grand Prix,Abu Dhabi
10,GAS,gasly,Toro Rosso,toro_rosso,Pierre,Gasly,Pierre Gasly,16.0,16,17.0,,,,,+1 Lap,0.0,1.0,2017,Abu Dhabi Grand Prix,Abu Dhabi
9,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,17.0,17,19.0,,,,,+1 Lap,0.0,2.0,2017,Abu Dhabi Grand Prix,Abu Dhabi
18,STR,stroll,Williams,williams,Lance,Stroll,Lance Stroll,18.0,18,15.0,,,,,+1 Lap,0.0,-3.0,2017,Abu Dhabi Grand Prix,Abu Dhabi
55,SAI,sainz,Renault,renault,Carlos,Sainz,Carlos Sainz,19.0,R,12.0,,,,,Wheel,0.0,-7.0,2017,Abu Dhabi Grand Prix,Abu Dhabi
3,RIC,ricciardo,Red Bull,red_bull,Daniel,Ricciardo,Daniel Ricciardo,20.0,R,4.0,,,,,Hydraulics,0.0,-16.0,2017,Abu Dhabi Grand Prix,Abu Dhabi
