DriverNumber,Abbreviation,DriverId,TeamName,TeamId,FirstName,LastName,FullName,Position,ClassifiedPosition,GridPosition,Q1,Q2,Q3,Time,Status,Points,PositionChange,Year,Event,TrackLocation
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,1.0,1,1.0,,,,0 days 01:27:38.107000,Finished,25.0,0.0,2016,Austrian Grand Prix,Spielberg
33,VER,max_verstappen,Red Bull,red_bull,Max,Verstappen,Max Verstappen,2.0,2,8.0,,,,0 days 00:00:05.719000,Finished,18.0,6.0,2016,Austrian Grand Prix,Spielberg
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,3.0,3,4.0,,,,0 days 00:00:06.024000,Finished,15.0,1.0,2016,Austrian Grand Prix,Spielberg
6,ROS,rosberg,Mercedes,mercedes,Nico,Rosberg,Nico Rosberg,4.0,4,6.0,,,,0 days 00:00:16.710000,Finished,12.0,2.0,2016,Austrian Grand Prix,Spielberg
3,RIC,ricciardo,Red Bull,red_bull,Daniel,Ricciardo,Daniel Ricciardo,5.0,5,5.0,,,,0 days 00:00:30.981000,Finished,10.0,0.0,2016,Austrian Grand Prix,Spielberg
22,BUT,button,McLaren,mclaren,Jenson,Button,Jenson Button,6.0,6,3.0,,,,0 days 00:00:37.706000,Finished,8.0,-3.0,2016,Austrian Grand Prix,Spielberg
8,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,7.0,7,13.0,,,,0 days 00:00:44.668000,Finished,6.0,6.0,2016,Austrian Grand Prix,Spielberg
55,SAI,sainz,Toro Rosso,toro_rosso,Carlos,Sainz,Carlos Sainz,8.0,8,15.0,,,,0 days 00:00:47.400000,Finished,4.0,7.0,2016,Austrian Grand Prix,Spielberg
77,BOT,bottas,Williams,williams,Valtteri,Bottas,Valtteri Bottas,9.0,9,7.0,,,,,+1 Lap,2.0,-2.0,2016,Austrian Grand Prix,Spielberg
94,WEH,wehrlein,Manor Marussia,manor,Pascal,Wehrlein,Pascal Wehrlein,10.0,10,12.0,,,,,+1 Lap,1.0,2.0,2016,Austrian Grand Prix,Spielberg
21,GUT,gutierrez,Haas F1 Team,haas,Esteban,Gutiérrez,Esteban Gutiérrez,11.0,11,11.0,,,,,+1 Lap,0.0,0.0,2016,Austrian Grand Prix,Spielberg
30,PAL,jolyon_palmer,Renault,renault,Jolyon,Palmer,Jolyon Palmer,12.0,12,19.0,,,,,+1 Lap,0.0,7.0,2016,Austrian Grand Prix,Spielberg
12,NAS,nasr,Sauber,sauber,Felipe,Nasr,Felipe Nasr,13.0,13,21.0,,,,,+1 Lap,0.0,8.0,2016,Austrian Grand Prix,Spielberg
20,MAG,kevin_magnussen,Renault,renault,Kevin,Magnussen,Kevin Magnussen,14.0,14,17.0,,,,,+1 Lap,0.0,3.0,2016,Austrian Grand Prix,Spielberg
9,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,15.0,15,18.0,,,,,+1 Lap,0.0,3.0,2016,Austrian Grand Prix,Spielberg
88,HAR,haryanto,Manor Marussia,manor,Rio,Haryanto,Rio Haryanto,16.0,16,20.0,,,,,+1 Lap,0.0,4.0,2016,Austrian Grand Prix,Spielberg
11,PER,perez,Force India,force_india,Sergio,Pérez,Sergio Pérez,17.0,17,16.0,,,,,Brakes,0.0,-1.0,2016,Austrian Grand Prix,Spielberg
14,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,18.0,18,14.0,,,,,Battery,0.0,-4.0,2016,Austrian Grand Prix,Spielberg
27,HUL,hulkenberg,Force India,force_india,Nico,Hülkenberg,Nico Hülkenberg,19.0,19,2.0,,,,,Brakes,0.0,-17.0,2016,Austrian Grand Prix,Spielberg
19,MAS,massa,Williams,williams,Felipe,Massa,Felipe Massa,20.0,20,0.0,,,,,Brakes,0.0,-20.0,2016,Austrian Grand Prix,Spielberg
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,21.0,R,9.0,,,,,Tyre,0.0,-12.0,2016,Austrian Grand Prix,Spielberg
26,KVY,kvyat,Toro Rosso,toro_rosso,Daniil,Kvyat,Daniil Kvyat,22.0,R,0.0,,,,,Retired,0.0,-22.0,2016,Austrian Grand Prix,Spielberg
