DriverNumber,Abbreviation,DriverId,TeamName,TeamId,FirstName,LastName,FullName,Position,ClassifiedPosition,GridPosition,Q3,Time,Status,Points,PositionChange,Year,Event,TrackLocation
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,1.0,1,2.0,,0 days 01:43:44.291000,Finished,25.0,1.0,2018,Azerbaijan Grand Prix,Baku
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,2.0,2,6.0,,0 days 00:00:02.460000,Finished,18.0,4.0,2018,Azerbaijan Grand Prix,Baku
11,PER,perez,Force India,force_india,Sergio,Perez,Sergio Perez,3.0,3,8.0,,0 days 00:00:04.024000,Finished,15.0,5.0,2018,Azerbaijan Grand Prix,Baku
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,4.0,4,1.0,,0 days 00:00:05.329000,Finished,12.0,-3.0,2018,Azerbaijan Grand Prix,Baku
55,SAI,sainz,Renault,renault,Carlos,Sainz,Carlos Sainz,5.0,5,9.0,,0 days 00:00:07.515000,Finished,10.0,4.0,2018,Azerbaijan Grand Prix,Baku
16,LEC,leclerc,Sauber,sauber,Charles,Leclerc,Charles Leclerc,6.0,6,13.0,,0 days 00:00:09.158000,Finished,8.0,7.0,2018,Azerbaijan Grand Prix,Baku
14,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,7.0,7,12.0,,0 days 00:00:10.931000,Finished,6.0,5.0,2018,Azerbaijan Grand Prix,Baku
18,STR,stroll,Williams,williams,Lance,Stroll,Lance Stroll,8.0,8,10.0,,0 days 00:00:12.546000,Finished,4.0,2.0,2018,Azerbaijan Grand Prix,Baku
2,VAN,vandoorne,McLaren,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,9.0,9,16.0,,0 days 00:00:14.152000,Finished,2.0,7.0,2018,Azerbaijan Grand Prix,Baku
28,HAR,brendon_hartley,Toro Rosso,toro_rosso,Brendon,Hartley,Brendon Hartley,10.0,10,19.0,,0 days 00:00:18.030000,Finished,1.0,9.0,2018,Azerbaijan Grand Prix,Baku
9,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,11.0,11,18.0,,0 days 00:00:18.512000,Finished,0.0,7.0,2018,Azerbaijan Grand Prix,Baku
10,GAS,gasly,Toro Rosso,toro_rosso,Pierre,Gasly,Pierre Gasly,12.0,12,17.0,,0 days 00:00:24.720000,Finished,0.0,5.0,2018,Azerbaijan Grand Prix,Baku
20,MAG,kevin_magnussen,Haas F1 Team,haas,Kevin,Magnussen,Kevin Magnussen,13.0,13,15.0,,0 days 00:00:40.663000,Finished,0.0,2.0,2018,Azerbaijan Grand Prix,Baku
77,BOT,bottas,Mercedes,mercedes,Valtteri,Bottas,Valtteri Bottas,14.0,R,3.0,,,Puncture,0.0,-11.0,2018,Azerbaijan Grand Prix,Baku
8,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,15.0,R,20.0,,,Accident,0.0,5.0,2018,Azerbaijan Grand Prix,Baku
33,VER,max_verstappen,Red Bull Racing,red_bull,Max,Verstappen,Max Verstappen,16.0,R,5.0,,,Collision,0.0,-11.0,2018,Azerbaijan Grand Prix,Baku
3,RIC,ricciardo,Red Bull Racing,red_bull,Daniel,Ricciardo,Daniel Ricciardo,17.0,R,4.0,,,Collision,0.0,-13.0,2018,Azerbaijan Grand Prix,Baku
27,HUL,hulkenberg,Renault,renault,Nico,Hulkenberg,Nico Hulkenberg,18.0,R,14.0,,,Accident,0.0,-4.0,2018,Azerbaijan Grand Prix,Baku
31,OCO,ocon,Force India,force_india,Esteban,Ocon,Esteban Ocon,19.0,R,7.0,,,Collision,0.0,-12.0,2018,Azerbaijan Grand Prix,Baku
35,SIR,sirotkin,Williams,williams,Sergey,Sirotkin,Sergey Sirotkin,20.0,R,11.0,,,Collision,0.0,-9.0,2018,Azerbaijan Grand Prix,Baku
