DriverNumber,Abbreviation,DriverId,TeamName,TeamId,FirstName,LastName,FullName,Position,ClassifiedPosition,GridPosition,Q1,Q2,Q3,Time,Status,Points,PositionChange,Year,Event,TrackLocation
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,1.0,1,1.0,,,,0 days 01:31:45.279000,Finished,25.0,0.0,2020,Spanish Grand Prix,Barcelona
33,VER,max_verstappen,Red Bull Racing,red_bull,Max,Verstappen,Max Verstappen,2.0,2,3.0,,,,0 days 00:00:24.177000,Finished,18.0,1.0,2020,Spanish Grand Prix,Barcelona
77,BOT,bottas,Mercedes,mercedes,Valtteri,Bottas,Valtteri Bottas,3.0,3,2.0,,,,0 days 00:00:44.752000,Finished,16.0,-1.0,2020,Spanish Grand Prix,Barcelona
18,STR,stroll,Racing Point,racing_point,Lance,Stroll,Lance Stroll,4.0,4,5.0,,,,,+1 Lap,12.0,1.0,2020,Spanish Grand Prix,Barcelona
11,PER,perez,Racing Point,racing_point,Sergio,Perez,Sergio Perez,5.0,5,4.0,,,,,+1 Lap,10.0,-1.0,2020,Spanish Grand Prix,Barcelona
55,SAI,sainz,McLaren,mclaren,Carlos,Sainz,Carlos Sainz,6.0,6,7.0,,,,,+1 Lap,8.0,1.0,2020,Spanish Grand Prix,Barcelona
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,7.0,7,11.0,,,,,+1 Lap,6.0,4.0,2020,Spanish Grand Prix,Barcelona
23,ALB,albon,Red Bull Racing,red_bull,Alexander,Albon,Alexander Albon,8.0,8,6.0,,,,,+1 Lap,4.0,-2.0,2020,Spanish Grand Prix,Barcelona
10,GAS,gasly,AlphaTauri,alphatauri,Pierre,Gasly,Pierre Gasly,9.0,9,10.0,,,,,+1 Lap,2.0,1.0,2020,Spanish Grand Prix,Barcelona
4,NOR,norris,McLaren,mclaren,Lando,Norris,Lando Norris,10.0,10,8.0,,,,,+1 Lap,1.0,-2.0,2020,Spanish Grand Prix,Barcelona
3,RIC,ricciardo,Renault,renault,Daniel,Ricciardo,Daniel Ricciardo,11.0,11,13.0,,,,,+1 Lap,0.0,2.0,2020,Spanish Grand Prix,Barcelona
26,KVY,kvyat,AlphaTauri,alphatauri,Daniil,Kvyat,Daniil Kvyat,12.0,12,12.0,,,,,+1 Lap,0.0,0.0,2020,Spanish Grand Prix,Barcelona
31,OCO,ocon,Renault,renault,Esteban,Ocon,Esteban Ocon,13.0,13,15.0,,,,,+1 Lap,0.0,2.0,2020,Spanish Grand Prix,Barcelona
7,RAI,raikkonen,Alfa Romeo Racing,alfa,Kimi,Räikkönen,Kimi Räikkönen,14.0,14,14.0,,,,,+1 Lap,0.0,0.0,2020,Spanish Grand Prix,Barcelona
20,MAG,kevin_magnussen,Haas F1 Team,haas,Kevin,Magnussen,Kevin Magnussen,15.0,15,16.0,,,,,+1 Lap,0.0,1.0,2020,Spanish Grand Prix,Barcelona
99,GIO,giovinazzi,Alfa Romeo Racing,alfa,Antonio,Giovinazzi,Antonio Giovinazzi,16.0,16,20.0,,,,,+1 Lap,0.0,4.0,2020,Spanish Grand Prix,Barcelona
63,RUS,russell,Williams,williams,George,Russell,George Russell,17.0,17,18.0,,,,,+1 Lap,0.0,1.0,2020,Spanish Grand Prix,Barcelona
6,LAT,latifi,Williams,williams,Nicholas,Latifi,Nicholas Latifi,18.0,18,19.0,,,,,+2 Laps,0.0,1.0,2020,Spanish Grand Prix,Barcelona
8,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,19.0,19,17.0,,,,,+2 Laps,0.0,-2.0,2020,Spanish Grand Prix,Barcelona
16,LEC,leclerc,Ferrari,ferrari,Charles,Leclerc,Charles Leclerc,20.0,R,9.0,,,,,Electronics,0.0,-11.0,2020,Spanish Grand Prix,Barcelona
