DriverNumber,Abbreviation,DriverId,TeamName,TeamId,FirstName,LastName,FullName,Position,ClassifiedPosition,GridPosition,Q1,Q2,Q3,Time,Status,Points,PositionChange,Year,Event,TrackLocation
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,1.0,1,1.0,,,,0 days 02:59:47.515000,Finished,25.0,0.0,2020,Bahrain Grand Prix,Sakhir
33,VER,max_verstappen,Red Bull Racing,red_bull,Max,Verstappen,Max Verstappen,2.0,2,3.0,,,,0 days 00:00:01.254000,Finished,19.0,1.0,2020,Bahrain Grand Prix,Sakhir
23,ALB,albon,Red Bull Racing,red_bull,Alexander,Albon,Alexander Albon,3.0,3,4.0,,,,0 days 00:00:08.005000,Finished,15.0,1.0,2020,Bahrain Grand Prix,Sakhir
4,NOR,norris,McLaren,mclaren,Lando,Norris,Lando Norris,4.0,4,9.0,,,,0 days 00:00:11.337000,Finished,12.0,5.0,2020,Bahrain Grand Prix,Sakhir
55,SAI,sainz,McLaren,mclaren,Carlos,Sainz,Carlos Sainz,5.0,5,15.0,,,,0 days 00:00:11.787000,Finished,10.0,10.0,2020,Bahrain Grand Prix,Sakhir
10,GAS,gasly,AlphaTauri,alphatauri,Pierre,Gasly,Pierre Gasly,6.0,6,8.0,,,,0 days 00:00:11.942000,Finished,8.0,2.0,2020,Bahrain Grand Prix,Sakhir
3,RIC,ricciardo,Renault,renault,Daniel,Ricciardo,Daniel Ricciardo,7.0,7,6.0,,,,0 days 00:00:19.368000,Finished,6.0,-1.0,2020,Bahrain Grand Prix,Sakhir
77,BOT,bottas,Mercedes,mercedes,Valtteri,Bottas,Valtteri Bottas,8.0,8,2.0,,,,0 days 00:00:19.680000,Finished,4.0,-6.0,2020,Bahrain Grand Prix,Sakhir
31,OCO,ocon,Renault,renault,Esteban,Ocon,Esteban Ocon,9.0,9,7.0,,,,0 days 00:00:22.803000,Finished,2.0,-2.0,2020,Bahrain Grand Prix,Sakhir
16,LEC,leclerc,Ferrari,ferrari,Charles,Leclerc,Charles Leclerc,10.0,10,12.0,,,,,+1 Lap,1.0,2.0,2020,Bahrain Grand Prix,Sakhir
26,KVY,kvyat,AlphaTauri,alphatauri,Daniil,Kvyat,Daniil Kvyat,11.0,11,10.0,,,,,+1 Lap,0.0,-1.0,2020,Bahrain Grand Prix,Sakhir
63,RUS,russell,Williams,williams,George,Russell,George Russell,12.0,12,14.0,,,,,+1 Lap,0.0,2.0,2020,Bahrain Grand Prix,Sakhir
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,13.0,13,11.0,,,,,+1 Lap,0.0,-2.0,2020,Bahrain Grand Prix,Sakhir
6,LAT,latifi,Williams,williams,Nicholas,Latifi,Nicholas Latifi,14.0,14,20.0,,,,,+1 Lap,0.0,6.0,2020,Bahrain Grand Prix,Sakhir
7,RAI,raikkonen,Alfa Romeo Racing,alfa,Kimi,Räikkönen,Kimi Räikkönen,15.0,15,17.0,,,,,+1 Lap,0.0,2.0,2020,Bahrain Grand Prix,Sakhir
99,GIO,giovinazzi,Alfa Romeo Racing,alfa,Antonio,Giovinazzi,Antonio Giovinazzi,16.0,16,16.0,,,,,+1 Lap,0.0,0.0,2020,Bahrain Grand Prix,Sakhir
20,MAG,kevin_magnussen,Haas F1 Team,haas,Kevin,Magnussen,Kevin Magnussen,17.0,17,18.0,,,,,+1 Lap,0.0,1.0,2020,Bahrain Grand Prix,Sakhir
11,PER,perez,Racing Point,racing_point,Sergio,Perez,Sergio Perez,18.0,18,5.0,,,,,Engine,0.0,-13.0,2020,Bahrain Grand Prix,Sakhir
18,STR,stroll,Racing Point,racing_point,Lance,Stroll,Lance Stroll,19.0,R,13.0,,,,,Collision,0.0,-6.0,2020,Bahrain Grand Prix,Sakhir
8,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,20.0,R,19.0,,,,,Collision,0.0,-1.0,2020,Bahrain Grand Prix,Sakhir
