DriverNumber,Abbreviation,DriverId,TeamName,TeamId,FirstName,LastName,FullName,Position,ClassifiedPosition,GridPosition,Q3,Time,Status,Points,PositionChange,Year,Event,TrackLocation
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,1.0,1,1.0,,0 days 01:27:17.062000,Finished,25.0,0.0,2018,Japanese Grand Prix,Suzuka
77,BOT,bottas,Mercedes,mercedes,Valtteri,Bottas,Valtteri Bottas,2.0,2,2.0,,0 days 00:00:12.919000,Finished,18.0,0.0,2018,Japanese Grand Prix,Suzuka
33,VER,max_verstappen,Red Bull Racing,red_bull,Max,Verstappen,Max Verstappen,3.0,3,3.0,,0 days 00:00:14.295000,Finished,15.0,0.0,2018,Japanese Grand Prix,Suzuka
3,RIC,ricciardo,Red Bull Racing,red_bull,Daniel,Ricciardo,Daniel Ricciardo,4.0,4,15.0,,0 days 00:00:19.495000,Finished,12.0,11.0,2018,Japanese Grand Prix,Suzuka
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,5.0,5,4.0,,0 days 00:00:50.998000,Finished,10.0,-1.0,2018,Japanese Grand Prix,Suzuka
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,6.0,6,8.0,,0 days 00:01:09.873000,Finished,8.0,2.0,2018,Japanese Grand Prix,Suzuka
11,PER,perez,Racing Point,force_india,Sergio,Perez,Sergio Perez,7.0,7,9.0,,0 days 00:01:19.379000,Finished,6.0,2.0,2018,Japanese Grand Prix,Suzuka
8,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,8.0,8,5.0,,0 days 00:01:27.198000,Finished,4.0,-3.0,2018,Japanese Grand Prix,Suzuka
31,OCO,ocon,Racing Point,force_india,Esteban,Ocon,Esteban Ocon,9.0,9,11.0,,0 days 00:01:28.055000,Finished,2.0,2.0,2018,Japanese Grand Prix,Suzuka
55,SAI,sainz,Renault,renault,Carlos,Sainz,Carlos Sainz,10.0,10,13.0,,,+1 Lap,1.0,3.0,2018,Japanese Grand Prix,Suzuka
10,GAS,gasly,Toro Rosso,toro_rosso,Pierre,Gasly,Pierre Gasly,11.0,11,7.0,,,+1 Lap,0.0,-4.0,2018,Japanese Grand Prix,Suzuka
9,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,12.0,12,20.0,,,+1 Lap,0.0,8.0,2018,Japanese Grand Prix,Suzuka
28,HAR,brendon_hartley,Toro Rosso,toro_rosso,Brendon,Hartley,Brendon Hartley,13.0,13,6.0,,,+1 Lap,0.0,-7.0,2018,Japanese Grand Prix,Suzuka
14,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,14.0,14,18.0,,,+1 Lap,0.0,4.0,2018,Japanese Grand Prix,Suzuka
2,VAN,vandoorne,McLaren,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,15.0,15,19.0,,,+1 Lap,0.0,4.0,2018,Japanese Grand Prix,Suzuka
35,SIR,sirotkin,Williams,williams,Sergey,Sirotkin,Sergey Sirotkin,16.0,16,17.0,,,+1 Lap,0.0,1.0,2018,Japanese Grand Prix,Suzuka
18,STR,stroll,Williams,williams,Lance,Stroll,Lance Stroll,17.0,17,14.0,,,+1 Lap,0.0,-3.0,2018,Japanese Grand Prix,Suzuka
16,LEC,leclerc,Sauber,sauber,Charles,Leclerc,Charles Leclerc,18.0,R,10.0,,,Mechanical,0.0,-8.0,2018,Japanese Grand Prix,Suzuka
27,HUL,hulkenberg,Renault,renault,Nico,Hulkenberg,Nico Hulkenberg,19.0,R,16.0,,,Engine,0.0,-3.0,2018,Japanese Grand Prix,Suzuka
20,MAG,kevin_magnussen,Haas F1 Team,haas,Kevin,Magnussen,Kevin Magnussen,20.0,R,12.0,,,Collision damage,0.0,-8.0,2018,Japanese Grand Prix,Suzuka
