DriverNumber,Abbreviation,DriverId,TeamName,TeamId,FirstName,LastName,FullName,Position,ClassifiedPosition,GridPosition,Q1,Q2,Q3,Time,Status,Points,PositionChange,Year,Event,TrackLocation
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,1.0,1,1.0,,,,0 days 01:37:16.427000,Finished,25.0,0.0,2018,Hungarian Grand Prix,Budapest
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,2.0,2,4.0,,,,0 days 00:00:17.123000,Finished,18.0,2.0,2018,Hungarian Grand Prix,Budapest
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,3.0,3,3.0,,,,0 days 00:00:20.101000,Finished,15.0,0.0,2018,Hungarian Grand Prix,Budapest
3,RIC,ricciardo,Red Bull Racing,red_bull,Daniel,Ricciardo,Daniel Ricciardo,4.0,4,12.0,,,,0 days 00:00:46.419000,Finished,12.0,8.0,2018,Hungarian Grand Prix,Budapest
77,BOT,bottas,Mercedes,mercedes,Valtteri,Bottas,Valtteri Bottas,5.0,5,2.0,,,,0 days 00:00:50,Finished,10.0,-3.0,2018,Hungarian Grand Prix,Budapest
10,GAS,gasly,Toro Rosso,toro_rosso,Pierre,Gasly,Pierre Gasly,6.0,6,6.0,,,,0 days 00:01:13.273000,Finished,8.0,0.0,2018,Hungarian Grand Prix,Budapest
20,MAG,kevin_magnussen,Haas F1 Team,haas,Kevin,Magnussen,Kevin Magnussen,7.0,7,9.0,,,,,+1 Lap,6.0,2.0,2018,Hungarian Grand Prix,Budapest
14,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,8.0,8,11.0,,,,,+1 Lap,4.0,3.0,2018,Hungarian Grand Prix,Budapest
55,SAI,sainz,Renault,renault,Carlos,Sainz,Carlos Sainz,9.0,9,5.0,,,,,+1 Lap,2.0,-4.0,2018,Hungarian Grand Prix,Budapest
8,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,10.0,10,10.0,,,,,+1 Lap,1.0,0.0,2018,Hungarian Grand Prix,Budapest
28,HAR,brendon_hartley,Toro Rosso,toro_rosso,Brendon,Hartley,Brendon Hartley,11.0,11,8.0,,,,,+1 Lap,0.0,-3.0,2018,Hungarian Grand Prix,Budapest
27,HUL,hulkenberg,Renault,renault,Nico,Hulkenberg,Nico Hulkenberg,12.0,12,13.0,,,,,+1 Lap,0.0,1.0,2018,Hungarian Grand Prix,Budapest
31,OCO,ocon,Force India,force_india,Esteban,Ocon,Esteban Ocon,13.0,13,18.0,,,,,+1 Lap,0.0,5.0,2018,Hungarian Grand Prix,Budapest
11,PER,perez,Force India,force_india,Sergio,Perez,Sergio Perez,14.0,14,19.0,,,,,+1 Lap,0.0,5.0,2018,Hungarian Grand Prix,Budapest
9,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,15.0,15,14.0,,,,,+2 Laps,0.0,-1.0,2018,Hungarian Grand Prix,Budapest
35,SIR,sirotkin,Williams,williams,Sergey,Sirotkin,Sergey Sirotkin,16.0,16,20.0,,,,,+2 Laps,0.0,4.0,2018,Hungarian Grand Prix,Budapest
18,STR,stroll,Williams,williams,Lance,Stroll,Lance Stroll,17.0,17,15.0,,,,,+2 Laps,0.0,-2.0,2018,Hungarian Grand Prix,Budapest
2,VAN,vandoorne,McLaren,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,18.0,R,16.0,,,,,Gearbox,0.0,-2.0,2018,Hungarian Grand Prix,Budapest
33,VER,max_verstappen,Red Bull Racing,red_bull,Max,Verstappen,Max Verstappen,19.0,R,7.0,,,,,Power loss,0.0,-12.0,2018,Hungarian Grand Prix,Budapest
16,LEC,leclerc,Sauber,sauber,Charles,Leclerc,Charles Leclerc,20.0,R,17.0,,,,,Suspension,0.0,-3.0,2018,Hungarian Grand Prix,Budapest
