DriverNumber,Abbreviation,DriverId,TeamName,TeamId,FirstName,LastName,FullName,Position,ClassifiedPosition,GridPosition,Q1,Q2,Q3,Time,Status,Points,PositionChange,Year,Event,TrackLocation
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,1.0,1,3.0,,,,0 days 01:29:33.283000,Finished,25.0,2.0,2018,Australian Grand Prix,Melbourne
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,2.0,2,1.0,,,,0 days 00:00:05.036000,Finished,18.0,-1.0,2018,Australian Grand Prix,Melbourne
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,3.0,3,2.0,,,,0 days 00:00:06.309000,Finished,15.0,-1.0,2018,Australian Grand Prix,Melbourne
3,RIC,ricciardo,Red Bull Racing,red_bull,Daniel,Ricciardo,Daniel Ricciardo,4.0,4,8.0,,,,0 days 00:00:07.069000,Finished,12.0,4.0,2018,Australian Grand Prix,Melbourne
14,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,5.0,5,10.0,,,,0 days 00:00:27.886000,Finished,10.0,5.0,2018,Australian Grand Prix,Melbourne
33,VER,max_verstappen,Red Bull Racing,red_bull,Max,Verstappen,Max Verstappen,6.0,6,4.0,,,,0 days 00:00:28.945000,Finished,8.0,-2.0,2018,Australian Grand Prix,Melbourne
27,HUL,hulkenberg,Renault,renault,Nico,Hulkenberg,Nico Hulkenberg,7.0,7,7.0,,,,0 days 00:00:32.671000,Finished,6.0,0.0,2018,Australian Grand Prix,Melbourne
77,BOT,bottas,Mercedes,mercedes,Valtteri,Bottas,Valtteri Bottas,8.0,8,15.0,,,,0 days 00:00:34.339000,Finished,4.0,7.0,2018,Australian Grand Prix,Melbourne
2,VAN,vandoorne,McLaren,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,9.0,9,11.0,,,,0 days 00:00:34.921000,Finished,2.0,2.0,2018,Australian Grand Prix,Melbourne
55,SAI,sainz,Renault,renault,Carlos,Sainz,Carlos Sainz,10.0,10,9.0,,,,0 days 00:00:45.722000,Finished,1.0,-1.0,2018,Australian Grand Prix,Melbourne
11,PER,perez,Force India,force_india,Sergio,Perez,Sergio Perez,11.0,11,12.0,,,,0 days 00:00:46.817000,Finished,0.0,1.0,2018,Australian Grand Prix,Melbourne
31,OCO,ocon,Force India,force_india,Esteban,Ocon,Esteban Ocon,12.0,12,14.0,,,,0 days 00:01:00.278000,Finished,0.0,2.0,2018,Australian Grand Prix,Melbourne
16,LEC,leclerc,Sauber,sauber,Charles,Leclerc,Charles Leclerc,13.0,13,18.0,,,,0 days 00:01:15.759000,Finished,0.0,5.0,2018,Australian Grand Prix,Melbourne
18,STR,stroll,Williams,williams,Lance,Stroll,Lance Stroll,14.0,14,13.0,,,,0 days 00:01:18.288000,Finished,0.0,-1.0,2018,Australian Grand Prix,Melbourne
28,HAR,brendon_hartley,Toro Rosso,toro_rosso,Brendon,Hartley,Brendon Hartley,15.0,15,16.0,,,,,+1 Lap,0.0,1.0,2018,Australian Grand Prix,Melbourne
8,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,16.0,R,6.0,,,,,Wheel,0.0,-10.0,2018,Australian Grand Prix,Melbourne
20,MAG,kevin_magnussen,Haas F1 Team,haas,Kevin,Magnussen,Kevin Magnussen,17.0,R,5.0,,,,,Wheel,0.0,-12.0,2018,Australian Grand Prix,Melbourne
10,GAS,gasly,Toro Rosso,toro_rosso,Pierre,Gasly,Pierre Gasly,18.0,R,20.0,,,,,Engine,0.0,2.0,2018,Australian Grand Prix,Melbourne
9,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,19.0,R,17.0,,,,,Steering,0.0,-2.0,2018,Australian Grand Prix,Melbourne
35,SIR,sirotkin,Williams,williams,Sergey,Sirotkin,Sergey Sirotkin,20.0,R,19.0,,,,,Brakes,0.0,-1.0,2018,Australian Grand Prix,Melbourne
