DriverNumber,Abbreviation,DriverId,TeamName,TeamId,FirstName,LastName,FullName,Position,ClassifiedPosition,GridPosition,Q1,Q2,Q3,Time,Status,Points,PositionChange,Year,Event,TrackLocation
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,1.0,1,1.0,,,,0 days 02:06:15.118000,Finished,26.0,0.0,2021,Saudi Arabian Grand Prix,Jeddah
33,VER,max_verstappen,Red Bull Racing,red_bull,Max,Verstappen,Max Verstappen,2.0,2,3.0,,,,0 days 00:00:11.825000,Finished,18.0,1.0,2021,Saudi Arabian Grand Prix,Jeddah
77,BOT,bottas,Mercedes,mercedes,Valtteri,Bottas,Valtteri Bottas,3.0,3,2.0,,,,0 days 00:00:27.531000,Finished,15.0,-1.0,2021,Saudi Arabian Grand Prix,Jeddah
31,OCO,ocon,Alpine,alpine,Esteban,Ocon,Esteban Ocon,4.0,4,9.0,,,,0 days 00:00:27.633000,Finished,12.0,5.0,2021,Saudi Arabian Grand Prix,Jeddah
3,RIC,ricciardo,McLaren,mclaren,Daniel,Ricciardo,Daniel Ricciardo,5.0,5,11.0,,,,0 days 00:00:40.121000,Finished,10.0,6.0,2021,Saudi Arabian Grand Prix,Jeddah
10,GAS,gasly,AlphaTauri,alphatauri,Pierre,Gasly,Pierre Gasly,6.0,6,6.0,,,,0 days 00:00:41.613000,Finished,8.0,0.0,2021,Saudi Arabian Grand Prix,Jeddah
16,LEC,leclerc,Ferrari,ferrari,Charles,Leclerc,Charles Leclerc,7.0,7,4.0,,,,0 days 00:00:44.475000,Finished,6.0,-3.0,2021,Saudi Arabian Grand Prix,Jeddah
55,SAI,sainz,Ferrari,ferrari,Carlos,Sainz,Carlos Sainz,8.0,8,15.0,,,,0 days 00:00:46.606000,Finished,4.0,7.0,2021,Saudi Arabian Grand Prix,Jeddah
99,GIO,giovinazzi,Alfa Romeo Racing,alfa,Antonio,Giovinazzi,Antonio Giovinazzi,9.0,9,10.0,,,,0 days 00:00:58.505000,Finished,2.0,1.0,2021,Saudi Arabian Grand Prix,Jeddah
4,NOR,norris,McLaren,mclaren,Lando,Norris,Lando Norris,10.0,10,7.0,,,,0 days 00:01:01.358000,Finished,1.0,-3.0,2021,Saudi Arabian Grand Prix,Jeddah
18,STR,stroll,Aston Martin,aston_martin,Lance,Stroll,Lance Stroll,11.0,11,18.0,,,,0 days 00:01:17.212000,Finished,0.0,7.0,2021,Saudi Arabian Grand Prix,Jeddah
6,LAT,latifi,Williams,williams,Nicholas,Latifi,Nicholas Latifi,12.0,12,16.0,,,,0 days 00:01:23.249000,Finished,0.0,4.0,2021,Saudi Arabian Grand Prix,Jeddah
14,ALO,alonso,Alpine,alpine,Fernando,Alonso,Fernando Alonso,13.0,13,13.0,,,,,+1 Lap,0.0,0.0,2021,Saudi Arabian Grand Prix,Jeddah
22,TSU,tsunoda,AlphaTauri,alphatauri,Yuki,Tsunoda,Yuki Tsunoda,14.0,14,8.0,,,,,+1 Lap,0.0,-6.0,2021,Saudi Arabian Grand Prix,Jeddah
7,RAI,raikkonen,Alfa Romeo Racing,alfa,Kimi,Räikkönen,Kimi Räikkönen,15.0,15,12.0,,,,,+1 Lap,0.0,-3.0,2021,Saudi Arabian Grand Prix,Jeddah
5,VET,vettel,Aston Martin,aston_martin,Sebastian,Vettel,Sebastian Vettel,16.0,R,17.0,,,,,Collision damage,0.0,1.0,2021,Saudi Arabian Grand Prix,Jeddah
11,PER,perez,Red Bull Racing,red_bull,Sergio,Perez,Sergio Perez,17.0,R,5.0,,,,,Collision,0.0,-12.0,2021,Saudi Arabian Grand Prix,Jeddah
9,MAZ,mazepin,Haas F1 Team,haas,Nikita,Mazepin,Nikita Mazepin,18.0,R,20.0,,,,,Collision,0.0,2.0,2021,Saudi Arabian Grand Prix,Jeddah
63,RUS,russell,Williams,williams,George,Russell,George Russell,19.0,R,14.0,,,,,Collision,0.0,-5.0,2021,Saudi Arabian Grand Prix,Jeddah
47,MSC,mick_schumacher,Haas F1 Team,haas,Mick,Schumacher,Mick Schumacher,20.0,R,19.0,,,,,Accident,0.0,-1.0,2021,Saudi Arabian Grand Prix,Jeddah
