DriverNumber,Abbreviation,DriverId,TeamName,TeamId,FirstName,LastName,FullName,Position,ClassifiedPosition,GridPosition,Q1,Q2,Q3,Time,Status,Points,PositionChange,Year,Event,TrackLocation
6,ROS,rosberg,Mercedes,mercedes,Nico,Rosberg,Nico Rosberg,1.0,1,1.0,,,,0 days 01:38:53.891000,Finished,25.0,0.0,2016,Chinese Grand Prix,Shanghai
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,2.0,2,4.0,,,,0 days 00:00:37.776000,Finished,18.0,2.0,2016,Chinese Grand Prix,Shanghai
26,KVY,kvyat,Red Bull,red_bull,Daniil,Kvyat,Daniil Kvyat,3.0,3,6.0,,,,0 days 00:00:45.936000,Finished,15.0,3.0,2016,Chinese Grand Prix,Shanghai
3,RIC,ricciardo,Red Bull,red_bull,Daniel,Ricciardo,Daniel Ricciardo,4.0,4,2.0,,,,0 days 00:00:52.688000,Finished,12.0,-2.0,2016,Chinese Grand Prix,Shanghai
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,5.0,5,3.0,,,,0 days 00:01:05.872000,Finished,10.0,-2.0,2016,Chinese Grand Prix,Shanghai
19,MAS,massa,Williams,williams,Felipe,Massa,Felipe Massa,6.0,6,10.0,,,,0 days 00:01:15.511000,Finished,8.0,4.0,2016,Chinese Grand Prix,Shanghai
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,7.0,7,22.0,,,,0 days 00:01:18.230000,Finished,6.0,15.0,2016,Chinese Grand Prix,Shanghai
33,VER,max_verstappen,Toro Rosso,toro_rosso,Max,Verstappen,Max Verstappen,8.0,8,9.0,,,,0 days 00:01:19.268000,Finished,4.0,1.0,2016,Chinese Grand Prix,Shanghai
55,SAI,sainz,Toro Rosso,toro_rosso,Carlos,Sainz,Carlos Sainz,9.0,9,8.0,,,,0 days 00:01:24.127000,Finished,2.0,-1.0,2016,Chinese Grand Prix,Shanghai
77,BOT,bottas,Williams,williams,Valtteri,Bottas,Valtteri Bottas,10.0,10,5.0,,,,0 days 00:01:26.192000,Finished,1.0,-5.0,2016,Chinese Grand Prix,Shanghai
11,PER,perez,Force India,force_india,Sergio,Pérez,Sergio Pérez,11.0,11,7.0,,,,0 days 00:01:34.283000,Finished,0.0,-4.0,2016,Chinese Grand Prix,Shanghai
14,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,12.0,12,11.0,,,,0 days 00:01:37.253000,Finished,0.0,-1.0,2016,Chinese Grand Prix,Shanghai
22,BUT,button,McLaren,mclaren,Jenson,Button,Jenson Button,13.0,13,12.0,,,,0 days 00:01:41.990000,Finished,0.0,-1.0,2016,Chinese Grand Prix,Shanghai
21,GUT,gutierrez,Haas F1 Team,haas,Esteban,Gutiérrez,Esteban Gutiérrez,14.0,14,18.0,,,,,+1 Lap,0.0,4.0,2016,Chinese Grand Prix,Shanghai
27,HUL,hulkenberg,Force India,force_india,Nico,Hülkenberg,Nico Hülkenberg,15.0,15,13.0,,,,,+1 Lap,0.0,-2.0,2016,Chinese Grand Prix,Shanghai
9,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,16.0,16,15.0,,,,,+1 Lap,0.0,-1.0,2016,Chinese Grand Prix,Shanghai
20,MAG,kevin_magnussen,Renault,renault,Kevin,Magnussen,Kevin Magnussen,17.0,17,17.0,,,,,+1 Lap,0.0,0.0,2016,Chinese Grand Prix,Shanghai
94,WEH,wehrlein,Manor Marussia,manor,Pascal,Wehrlein,Pascal Wehrlein,18.0,18,21.0,,,,,+1 Lap,0.0,3.0,2016,Chinese Grand Prix,Shanghai
8,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,19.0,19,14.0,,,,,+1 Lap,0.0,-5.0,2016,Chinese Grand Prix,Shanghai
12,NAS,nasr,Sauber,sauber,Felipe,Nasr,Felipe Nasr,20.0,20,16.0,,,,,+1 Lap,0.0,-4.0,2016,Chinese Grand Prix,Shanghai
88,HAR,haryanto,Manor Marussia,manor,Rio,Haryanto,Rio Haryanto,21.0,21,20.0,,,,,+1 Lap,0.0,-1.0,2016,Chinese Grand Prix,Shanghai
30,PAL,jolyon_palmer,Renault,renault,Jolyon,Palmer,Jolyon Palmer,22.0,22,19.0,,,,,+1 Lap,0.0,-3.0,2016,Chinese Grand Prix,Shanghai
