DriverNumber,Abbreviation,DriverId,TeamName,TeamId,FirstName,LastName,FullName,Position,ClassifiedPosition,GridPosition,Q1,Q2,Q3,Time,Status,Points,PositionChange,Year,Event,TrackLocation
3,RIC,ricciardo,Red Bull,red_bull,Daniel,Ricciardo,Daniel Ricciardo,1.0,1,10.0,,,,0 days 02:03:55.573000,Finished,25.0,9.0,2017,Azerbaijan Grand Prix,Baku
77,BOT,bottas,Mercedes,mercedes,Valtteri,Bottas,Valtteri Bottas,2.0,2,2.0,,,,0 days 00:00:03.904000,Finished,18.0,0.0,2017,Azerbaijan Grand Prix,Baku
18,STR,stroll,Williams,williams,Lance,Stroll,Lance Stroll,3.0,3,8.0,,,,0 days 00:00:04.009000,Finished,15.0,5.0,2017,Azerbaijan Grand Prix,Baku
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,4.0,4,4.0,,,,0 days 00:00:05.976000,Finished,12.0,0.0,2017,Azerbaijan Grand Prix,Baku
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,5.0,5,1.0,,,,0 days 00:00:06.188000,Finished,10.0,-4.0,2017,Azerbaijan Grand Prix,Baku
31,OCO,ocon,Force India,force_india,Esteban,Ocon,Esteban Ocon,6.0,6,7.0,,,,0 days 00:00:30.298000,Finished,8.0,1.0,2017,Azerbaijan Grand Prix,Baku
20,MAG,kevin_magnussen,Haas F1 Team,haas,Kevin,Magnussen,Kevin Magnussen,7.0,7,12.0,,,,0 days 00:00:41.753000,Finished,6.0,5.0,2017,Azerbaijan Grand Prix,Baku
55,SAI,sainz,Toro Rosso,toro_rosso,Carlos,Sainz,Carlos Sainz,8.0,8,15.0,,,,0 days 00:00:49.400000,Finished,4.0,7.0,2017,Azerbaijan Grand Prix,Baku
14,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,9.0,9,19.0,,,,0 days 00:00:59.551000,Finished,2.0,10.0,2017,Azerbaijan Grand Prix,Baku
94,WEH,wehrlein,Sauber,sauber,Pascal,Wehrlein,Pascal Wehrlein,10.0,10,14.0,,,,0 days 00:01:29.093000,Finished,1.0,4.0,2017,Azerbaijan Grand Prix,Baku
9,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,11.0,11,17.0,,,,0 days 00:01:31.794000,Finished,0.0,6.0,2017,Azerbaijan Grand Prix,Baku
2,VAN,vandoorne,McLaren,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,12.0,12,18.0,,,,0 days 00:01:32.160000,Finished,0.0,6.0,2017,Azerbaijan Grand Prix,Baku
8,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,13.0,13,16.0,,,,,+1 Lap,0.0,3.0,2017,Azerbaijan Grand Prix,Baku
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,14.0,14,3.0,,,,,Water pressure,0.0,-11.0,2017,Azerbaijan Grand Prix,Baku
11,PER,perez,Force India,force_india,Sergio,Pérez,Sergio Pérez,15.0,R,6.0,,,,,Seat,0.0,-9.0,2017,Azerbaijan Grand Prix,Baku
19,MAS,massa,Williams,williams,Felipe,Massa,Felipe Massa,16.0,R,9.0,,,,,Suspension,0.0,-7.0,2017,Azerbaijan Grand Prix,Baku
27,HUL,hulkenberg,Renault,renault,Nico,Hülkenberg,Nico Hülkenberg,17.0,R,13.0,,,,,Accident,0.0,-4.0,2017,Azerbaijan Grand Prix,Baku
33,VER,max_verstappen,Red Bull,red_bull,Max,Verstappen,Max Verstappen,18.0,R,5.0,,,,,Oil pressure,0.0,-13.0,2017,Azerbaijan Grand Prix,Baku
26,KVY,kvyat,Toro Rosso,toro_rosso,Daniil,Kvyat,Daniil Kvyat,19.0,R,11.0,,,,,Battery,0.0,-8.0,2017,Azerbaijan Grand Prix,Baku
30,PAL,jolyon_palmer,Renault,renault,Jolyon,Palmer,Jolyon Palmer,20.0,R,20.0,,,,,Power Unit,0.0,0.0,2017,Azerbaijan Grand Prix,Baku
