DriverNumber,Abbreviation,DriverId,TeamName,TeamId,FirstName,LastName,FullName,Position,ClassifiedPosition,GridPosition,Q1,Q2,Q3,Time,Status,Points,PositionChange,Year,Event,TrackLocation
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,1.0,1,1.0,,,,0 days 01:18:00.688000,Finished,25.0,0.0,2015,Italian Grand Prix,Monza
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,2.0,2,3.0,,,,0 days 00:00:25.042000,Finished,18.0,1.0,2015,Italian Grand Prix,Monza
19,MAS,massa,Williams,williams,Felipe,Massa,Felipe Massa,3.0,3,5.0,,,,0 days 00:00:47.635000,Finished,15.0,2.0,2015,Italian Grand Prix,Monza
77,BOT,bottas,Williams,williams,Valtteri,Bottas,Valtteri Bottas,4.0,4,6.0,,,,0 days 00:00:47.996000,Finished,12.0,2.0,2015,Italian Grand Prix,Monza
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,5.0,5,2.0,,,,0 days 00:01:08.860000,Finished,10.0,-3.0,2015,Italian Grand Prix,Monza
11,PER,perez,Force India,force_india,Sergio,Pérez,Sergio Pérez,6.0,6,7.0,,,,0 days 00:01:12.783000,Finished,8.0,1.0,2015,Italian Grand Prix,Monza
27,HUL,hulkenberg,Force India,force_india,Nico,Hülkenberg,Nico Hülkenberg,7.0,7,9.0,,,,,+1 Lap,6.0,2.0,2015,Italian Grand Prix,Monza
3,RIC,ricciardo,Red Bull,red_bull,Daniel,Ricciardo,Daniel Ricciardo,8.0,8,19.0,,,,,+1 Lap,4.0,11.0,2015,Italian Grand Prix,Monza
9,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,9.0,9,12.0,,,,,+1 Lap,2.0,3.0,2015,Italian Grand Prix,Monza
26,KVY,kvyat,Red Bull,red_bull,Daniil,Kvyat,Daniil Kvyat,10.0,10,18.0,,,,,+1 Lap,1.0,8.0,2015,Italian Grand Prix,Monza
55,SAI,sainz,Toro Rosso,toro_rosso,Carlos,Sainz,Carlos Sainz,11.0,11,17.0,,,,,+1 Lap,0.0,6.0,2015,Italian Grand Prix,Monza
33,VER,max_verstappen,Toro Rosso,toro_rosso,Max,Verstappen,Max Verstappen,12.0,12,20.0,,,,,+1 Lap,0.0,8.0,2015,Italian Grand Prix,Monza
12,NAS,nasr,Sauber,sauber,Felipe,Nasr,Felipe Nasr,13.0,13,17.0,,,,,+1 Lap,0.0,4.0,2015,Italian Grand Prix,Monza
22,BUT,button,McLaren,mclaren,Jenson,Button,Jenson Button,14.0,14,15.0,,,,,+1 Lap,0.0,1.0,2015,Italian Grand Prix,Monza
28,STE,stevens,Manor Marussia,manor,Will,Stevens,Will Stevens,15.0,15,13.0,,,,,+2 Laps,0.0,-2.0,2015,Italian Grand Prix,Monza
98,MER,merhi,Manor Marussia,manor,Roberto,Merhi,Roberto Merhi,16.0,16,14.0,,,,,+2 Laps,0.0,-2.0,2015,Italian Grand Prix,Monza
6,ROS,rosberg,Mercedes,mercedes,Nico,Rosberg,Nico Rosberg,17.0,17,4.0,,,,,+3 Laps,0.0,-13.0,2015,Italian Grand Prix,Monza
14,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,18.0,18,16.0,,,,,+6 Laps,0.0,-2.0,2015,Italian Grand Prix,Monza
8,GRO,grosjean,Lotus F1,lotus_f1,Romain,Grosjean,Romain Grosjean,19.0,R,8.0,,,,,Collision damage,0.0,-11.0,2015,Italian Grand Prix,Monza
13,MAL,maldonado,Lotus F1,lotus_f1,Pastor,Maldonado,Pastor Maldonado,20.0,R,10.0,,,,,Collision damage,0.0,-10.0,2015,Italian Grand Prix,Monza
