DriverNumber,Abbreviation,DriverId,TeamName,TeamId,FirstName,LastName,FullName,Position,ClassifiedPosition,GridPosition,Q1,Q2,Q3,Time,Status,Points,PositionChange,Year,Event,TrackLocation
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,1.0,1,1.0,,,,0 days 01:34:55.831000,Finished,25.0,0.0,2016,British Grand Prix,Silverstone
33,VER,max_verstappen,Red Bull,red_bull,Max,Verstappen,Max Verstappen,2.0,2,3.0,,,,0 days 00:00:08.250000,Finished,18.0,1.0,2016,British Grand Prix,Silverstone
6,ROS,rosberg,Mercedes,mercedes,Nico,Rosberg,Nico Rosberg,3.0,3,2.0,,,,0 days 00:00:16.911000,Finished,15.0,-1.0,2016,British Grand Prix,Silverstone
3,RIC,ricciardo,Red Bull,red_bull,Daniel,Ricciardo,Daniel Ricciardo,4.0,4,4.0,,,,0 days 00:00:26.211000,Finished,12.0,0.0,2016,British Grand Prix,Silverstone
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,5.0,5,5.0,,,,0 days 00:01:09.743000,Finished,10.0,0.0,2016,British Grand Prix,Silverstone
11,PER,perez,Force India,force_india,Sergio,Pérez,Sergio Pérez,6.0,6,10.0,,,,0 days 00:01:16.941000,Finished,8.0,4.0,2016,British Grand Prix,Silverstone
27,HUL,hulkenberg,Force India,force_india,Nico,Hülkenberg,Nico Hülkenberg,7.0,7,8.0,,,,0 days 00:01:17.712000,Finished,6.0,1.0,2016,British Grand Prix,Silverstone
55,SAI,sainz,Toro Rosso,toro_rosso,Carlos,Sainz,Carlos Sainz,8.0,8,7.0,,,,0 days 00:01:25.858000,Finished,4.0,-1.0,2016,British Grand Prix,Silverstone
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,9.0,9,11.0,,,,0 days 00:01:31.654000,Finished,2.0,2.0,2016,British Grand Prix,Silverstone
26,KVY,kvyat,Toro Rosso,toro_rosso,Daniil,Kvyat,Daniil Kvyat,10.0,10,15.0,,,,0 days 00:01:32.600000,Finished,1.0,5.0,2016,British Grand Prix,Silverstone
19,MAS,massa,Williams,williams,Felipe,Massa,Felipe Massa,11.0,11,12.0,,,,,+1 Lap,0.0,1.0,2016,British Grand Prix,Silverstone
22,BUT,button,McLaren,mclaren,Jenson,Button,Jenson Button,12.0,12,17.0,,,,,+1 Lap,0.0,5.0,2016,British Grand Prix,Silverstone
14,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,13.0,13,9.0,,,,,+1 Lap,0.0,-4.0,2016,British Grand Prix,Silverstone
77,BOT,bottas,Williams,williams,Valtteri,Bottas,Valtteri Bottas,14.0,14,6.0,,,,,+1 Lap,0.0,-8.0,2016,British Grand Prix,Silverstone
12,NAS,nasr,Sauber,sauber,Felipe,Nasr,Felipe Nasr,15.0,15,21.0,,,,,+1 Lap,0.0,6.0,2016,British Grand Prix,Silverstone
21,GUT,gutierrez,Haas F1 Team,haas,Esteban,Gutiérrez,Esteban Gutiérrez,16.0,16,14.0,,,,,+1 Lap,0.0,-2.0,2016,British Grand Prix,Silverstone
20,MAG,kevin_magnussen,Renault,renault,Kevin,Magnussen,Kevin Magnussen,17.0,17,16.0,,,,,Gearbox,0.0,-1.0,2016,British Grand Prix,Silverstone
30,PAL,jolyon_palmer,Renault,renault,Jolyon,Palmer,Jolyon Palmer,18.0,R,18.0,,,,,Gearbox,0.0,0.0,2016,British Grand Prix,Silverstone
88,HAR,haryanto,Manor Marussia,manor,Rio,Haryanto,Rio Haryanto,19.0,R,19.0,,,,,Spun off,0.0,0.0,2016,British Grand Prix,Silverstone
8,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,20.0,R,13.0,,,,,Retired,0.0,-7.0,2016,British Grand Prix,Silverstone
9,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,21.0,R,22.0,,,,,Power Unit,0.0,1.0,2016,British Grand Prix,Silverstone
94,WEH,wehrlein,Manor Marussia,manor,Pascal,Wehrlein,Pascal Wehrlein,22.0,R,20.0,,,,,Spun off,0.0,-2.0,2016,British Grand Prix,Silverstone
