DriverNumber,Abbreviation,DriverId,TeamName,TeamId,FirstName,LastName,FullName,Position,ClassifiedPosition,GridPosition,Q1,Q2,Q3,Time,Status,Points,PositionChange,Year,Event,TrackLocation
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,1.0,1,1.0,,,,0 days 01:35:29.972000,Finished,25.0,0.0,2018,Spanish Grand Prix,Barcelona
77,BOT,bottas,Mercedes,mercedes,Valtteri,Bottas,Valtteri Bottas,2.0,2,2.0,,,,0 days 00:00:20.593000,Finished,18.0,0.0,2018,Spanish Grand Prix,Barcelona
33,VER,max_verstappen,Red Bull Racing,red_bull,Max,Verstappen,Max Verstappen,3.0,3,5.0,,,,0 days 00:00:26.873000,Finished,15.0,2.0,2018,Spanish Grand Prix,Barcelona
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,4.0,4,3.0,,,,0 days 00:00:27.584000,Finished,12.0,-1.0,2018,Spanish Grand Prix,Barcelona
3,RIC,ricciardo,Red Bull Racing,red_bull,Daniel,Ricciardo,Daniel Ricciardo,5.0,5,6.0,,,,0 days 00:00:50.058000,Finished,10.0,1.0,2018,Spanish Grand Prix,Barcelona
20,MAG,kevin_magnussen,Haas F1 Team,haas,Kevin,Magnussen,Kevin Magnussen,6.0,6,7.0,,,,,+1 Lap,8.0,1.0,2018,Spanish Grand Prix,Barcelona
55,SAI,sainz,Renault,renault,Carlos,Sainz,Carlos Sainz,7.0,7,9.0,,,,,+1 Lap,6.0,2.0,2018,Spanish Grand Prix,Barcelona
14,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,8.0,8,8.0,,,,,+1 Lap,4.0,0.0,2018,Spanish Grand Prix,Barcelona
11,PER,perez,Force India,force_india,Sergio,Perez,Sergio Perez,9.0,9,15.0,,,,,+2 Laps,2.0,6.0,2018,Spanish Grand Prix,Barcelona
16,LEC,leclerc,Sauber,sauber,Charles,Leclerc,Charles Leclerc,10.0,10,14.0,,,,,+2 Laps,1.0,4.0,2018,Spanish Grand Prix,Barcelona
18,STR,stroll,Williams,williams,Lance,Stroll,Lance Stroll,11.0,11,18.0,,,,,+2 Laps,0.0,7.0,2018,Spanish Grand Prix,Barcelona
28,HAR,brendon_hartley,Toro Rosso,toro_rosso,Brendon,Hartley,Brendon Hartley,12.0,12,20.0,,,,,+2 Laps,0.0,8.0,2018,Spanish Grand Prix,Barcelona
9,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,13.0,13,17.0,,,,,+2 Laps,0.0,4.0,2018,Spanish Grand Prix,Barcelona
35,SIR,sirotkin,Williams,williams,Sergey,Sirotkin,Sergey Sirotkin,14.0,14,19.0,,,,,+3 Laps,0.0,5.0,2018,Spanish Grand Prix,Barcelona
2,VAN,vandoorne,McLaren,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,15.0,R,11.0,,,,,Gearbox,0.0,-4.0,2018,Spanish Grand Prix,Barcelona
31,OCO,ocon,Force India,force_india,Esteban,Ocon,Esteban Ocon,16.0,R,13.0,,,,,Oil leak,0.0,-3.0,2018,Spanish Grand Prix,Barcelona
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,17.0,R,4.0,,,,,Turbo,0.0,-13.0,2018,Spanish Grand Prix,Barcelona
8,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,18.0,R,10.0,,,,,Collision,0.0,-8.0,2018,Spanish Grand Prix,Barcelona
10,GAS,gasly,Toro Rosso,toro_rosso,Pierre,Gasly,Pierre Gasly,19.0,R,12.0,,,,,Collision,0.0,-7.0,2018,Spanish Grand Prix,Barcelona
27,HUL,hulkenberg,Renault,renault,Nico,Hulkenberg,Nico Hulkenberg,20.0,R,16.0,,,,,Collision,0.0,-4.0,2018,Spanish Grand Prix,Barcelona
