DriverNumber,Abbreviation,DriverId,TeamName,TeamId,FirstName,LastName,FullName,Position,ClassifiedPosition,GridPosition,Q3,Time,Status,Points,PositionChange,Year,Event,TrackLocation
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,1.0,1,1.0,,0 days 01:31:27.729000,Finished,25.0,0.0,2015,British Grand Prix,Silverstone
6,ROS,rosberg,Mercedes,mercedes,Nico,Rosberg,Nico Rosberg,2.0,2,2.0,,0 days 00:00:10.956000,Finished,18.0,0.0,2015,British Grand Prix,Silverstone
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,3.0,3,6.0,,0 days 00:00:25.443000,Finished,15.0,3.0,2015,British Grand Prix,Silverstone
19,MAS,massa,Williams,williams,Felipe,Massa,Felipe Massa,4.0,4,3.0,,0 days 00:00:36.839000,Finished,12.0,-1.0,2015,British Grand Prix,Silverstone
77,BOT,bottas,Williams,williams,Valtteri,Bottas,Valtteri Bottas,5.0,5,4.0,,0 days 00:01:03.194000,Finished,10.0,-1.0,2015,British Grand Prix,Silverstone
26,KVY,kvyat,Red Bull,red_bull,Daniil,Kvyat,Daniil Kvyat,6.0,6,7.0,,0 days 00:01:03.955000,Finished,8.0,1.0,2015,British Grand Prix,Silverstone
27,HUL,hulkenberg,Force India,force_india,Nico,Hülkenberg,Nico Hülkenberg,7.0,7,9.0,,0 days 00:01:18.744000,Finished,6.0,2.0,2015,British Grand Prix,Silverstone
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,8.0,8,5.0,,,+1 Lap,4.0,-3.0,2015,British Grand Prix,Silverstone
11,PER,perez,Force India,force_india,Sergio,Pérez,Sergio Pérez,9.0,9,11.0,,,+1 Lap,2.0,2.0,2015,British Grand Prix,Silverstone
14,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,10.0,10,17.0,,,+1 Lap,1.0,7.0,2015,British Grand Prix,Silverstone
9,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,11.0,11,15.0,,,+1 Lap,0.0,4.0,2015,British Grand Prix,Silverstone
98,MER,merhi,Manor Marussia,manor,Roberto,Merhi,Roberto Merhi,12.0,12,20.0,,,+3 Laps,0.0,8.0,2015,British Grand Prix,Silverstone
28,STE,stevens,Manor Marussia,manor,Will,Stevens,Will Stevens,13.0,13,19.0,,,+3 Laps,0.0,6.0,2015,British Grand Prix,Silverstone
55,SAI,sainz,Toro Rosso,toro_rosso,Carlos,Sainz,Carlos Sainz,14.0,R,8.0,,,Electrical,0.0,-6.0,2015,British Grand Prix,Silverstone
3,RIC,ricciardo,Red Bull,red_bull,Daniel,Ricciardo,Daniel Ricciardo,15.0,R,10.0,,,Electrical,0.0,-5.0,2015,British Grand Prix,Silverstone
33,VER,max_verstappen,Toro Rosso,toro_rosso,Max,Verstappen,Max Verstappen,16.0,R,13.0,,,Spun off,0.0,-3.0,2015,British Grand Prix,Silverstone
8,GRO,grosjean,Lotus F1,lotus_f1,Romain,Grosjean,Romain Grosjean,17.0,R,12.0,,,Collision,0.0,-5.0,2015,British Grand Prix,Silverstone
13,MAL,maldonado,Lotus F1,lotus_f1,Pastor,Maldonado,Pastor Maldonado,18.0,R,14.0,,,Collision,0.0,-4.0,2015,British Grand Prix,Silverstone
22,BUT,button,McLaren,mclaren,Jenson,Button,Jenson Button,19.0,R,18.0,,,Collision,0.0,-1.0,2015,British Grand Prix,Silverstone
12,NAS,nasr,Sauber,sauber,Felipe,Nasr,Felipe Nasr,20.0,W,16.0,,,Gearbox,0.0,-4.0,2015,British Grand Prix,Silverstone
