DriverNumber,Abbreviation,DriverId,TeamName,TeamId,FirstName,LastName,FullName,Position,ClassifiedPosition,GridPosition,Q1,Q2,Q3,Time,Status,Points,PositionChange,Year,Event,TrackLocation
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,1.0,1,1.0,,,,0 days 01:36:12.473000,Finished,26.0,0.0,2020,Hungarian Grand Prix,Budapest
33,VER,max_verstappen,Red Bull Racing,red_bull,Max,Verstappen,Max Verstappen,2.0,2,7.0,,,,0 days 00:00:08.702000,Finished,18.0,5.0,2020,Hungarian Grand Prix,Budapest
77,BOT,bottas,Mercedes,mercedes,Valtteri,Bottas,Valtteri Bottas,3.0,3,2.0,,,,0 days 00:00:09.452000,Finished,15.0,-1.0,2020,Hungarian Grand Prix,Budapest
18,STR,stroll,Racing Point,racing_point,Lance,Stroll,Lance Stroll,4.0,4,3.0,,,,0 days 00:00:57.579000,Finished,12.0,-1.0,2020,Hungarian Grand Prix,Budapest
23,ALB,albon,Red Bull Racing,red_bull,Alexander,Albon,Alexander Albon,5.0,5,13.0,,,,0 days 00:01:18.316000,Finished,10.0,8.0,2020,Hungarian Grand Prix,Budapest
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,6.0,6,5.0,,,,,+1 Lap,8.0,-1.0,2020,Hungarian Grand Prix,Budapest
11,PER,perez,Racing Point,racing_point,Sergio,Perez,Sergio Perez,7.0,7,4.0,,,,,+1 Lap,6.0,-3.0,2020,Hungarian Grand Prix,Budapest
3,RIC,ricciardo,Renault,renault,Daniel,Ricciardo,Daniel Ricciardo,8.0,8,11.0,,,,,+1 Lap,4.0,3.0,2020,Hungarian Grand Prix,Budapest
55,SAI,sainz,McLaren,mclaren,Carlos,Sainz,Carlos Sainz,9.0,9,9.0,,,,,+1 Lap,2.0,0.0,2020,Hungarian Grand Prix,Budapest
20,MAG,kevin_magnussen,Haas F1 Team,haas,Kevin,Magnussen,Kevin Magnussen,10.0,10,0.0,,,,,+1 Lap,1.0,-10.0,2020,Hungarian Grand Prix,Budapest
16,LEC,leclerc,Ferrari,ferrari,Charles,Leclerc,Charles Leclerc,11.0,11,6.0,,,,,+1 Lap,0.0,-5.0,2020,Hungarian Grand Prix,Budapest
26,KVY,kvyat,AlphaTauri,alphatauri,Daniil,Kvyat,Daniil Kvyat,12.0,12,17.0,,,,,+1 Lap,0.0,5.0,2020,Hungarian Grand Prix,Budapest
4,NOR,norris,McLaren,mclaren,Lando,Norris,Lando Norris,13.0,13,8.0,,,,,+1 Lap,0.0,-5.0,2020,Hungarian Grand Prix,Budapest
31,OCO,ocon,Renault,renault,Esteban,Ocon,Esteban Ocon,14.0,14,14.0,,,,,+1 Lap,0.0,0.0,2020,Hungarian Grand Prix,Budapest
7,RAI,raikkonen,Alfa Romeo Racing,alfa,Kimi,Räikkönen,Kimi Räikkönen,15.0,15,20.0,,,,,+1 Lap,0.0,5.0,2020,Hungarian Grand Prix,Budapest
8,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,16.0,16,0.0,,,,,+1 Lap,0.0,-16.0,2020,Hungarian Grand Prix,Budapest
99,GIO,giovinazzi,Alfa Romeo Racing,alfa,Antonio,Giovinazzi,Antonio Giovinazzi,17.0,17,19.0,,,,,+1 Lap,0.0,2.0,2020,Hungarian Grand Prix,Budapest
63,RUS,russell,Williams,williams,George,Russell,George Russell,18.0,18,12.0,,,,,+1 Lap,0.0,-6.0,2020,Hungarian Grand Prix,Budapest
6,LAT,latifi,Williams,williams,Nicholas,Latifi,Nicholas Latifi,19.0,19,15.0,,,,,+5 Laps,0.0,-4.0,2020,Hungarian Grand Prix,Budapest
10,GAS,gasly,AlphaTauri,alphatauri,Pierre,Gasly,Pierre Gasly,20.0,R,10.0,,,,,Engine,0.0,-10.0,2020,Hungarian Grand Prix,Budapest
