DriverNumber,Abbreviation,DriverId,TeamName,TeamId,FirstName,LastName,FullName,Position,ClassifiedPosition,GridPosition,Q1,Q2,Q3,Time,Status,Points,PositionChange,Year,Event
33,VER,max_verstappen,Red Bull,red_bull,Max,Verstappen,Max Verstappen,1.0,1,3.0,,,,0 days 01:30:01.290000,Finished,25.0,2.0,2017,Malaysian Grand Prix
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,2.0,2,1.0,,,,0 days 00:00:12.770000,Finished,18.0,-1.0,2017,Malaysian Grand Prix
3,RIC,ricciardo,Red Bull,red_bull,Daniel,Ricciardo,Daniel Ricciardo,3.0,3,4.0,,,,0 days 00:00:22.519000,Finished,15.0,1.0,2017,Malaysian Grand Prix
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,4.0,4,20.0,,,,0 days 00:00:37.362000,Finished,12.0,16.0,2017,Malaysian Grand Prix
77,BOT,bottas,Mercedes,mercedes,Valtteri,Bottas,Valtteri Bottas,5.0,5,5.0,,,,0 days 00:00:56.021000,Finished,10.0,0.0,2017,Malaysian Grand Prix
11,PER,perez,Force India,force_india,Sergio,Pérez,Sergio Pérez,6.0,6,9.0,,,,0 days 00:01:18.630000,Finished,8.0,3.0,2017,Malaysian Grand Prix
2,VAN,vandoorne,McLaren,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,7.0,7,7.0,,,,,+1 Lap,6.0,0.0,2017,Malaysian Grand Prix
18,STR,stroll,Williams,williams,Lance,Stroll,Lance Stroll,8.0,8,13.0,,,,,+1 Lap,4.0,5.0,2017,Malaysian Grand Prix
19,MAS,massa,Williams,williams,Felipe,Massa,Felipe Massa,9.0,9,11.0,,,,,+1 Lap,2.0,2.0,2017,Malaysian Grand Prix
31,OCO,ocon,Force India,force_india,Esteban,Ocon,Esteban Ocon,10.0,10,6.0,,,,,+1 Lap,1.0,-4.0,2017,Malaysian Grand Prix
14,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,11.0,11,10.0,,,,,+1 Lap,0.0,-1.0,2017,Malaysian Grand Prix
20,MAG,kevin_magnussen,Haas F1 Team,haas,Kevin,Magnussen,Kevin Magnussen,12.0,12,17.0,,,,,+1 Lap,0.0,5.0,2017,Malaysian Grand Prix
8,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,13.0,13,16.0,,,,,+1 Lap,0.0,3.0,2017,Malaysian Grand Prix
10,GAS,gasly,Toro Rosso,toro_rosso,Pierre,Gasly,Pierre Gasly,14.0,14,15.0,,,,,+1 Lap,0.0,1.0,2017,Malaysian Grand Prix
30,PAL,jolyon_palmer,Renault,renault,Jolyon,Palmer,Jolyon Palmer,15.0,15,12.0,,,,,+1 Lap,0.0,-3.0,2017,Malaysian Grand Prix
27,HUL,hulkenberg,Renault,renault,Nico,Hülkenberg,Nico Hülkenberg,16.0,16,8.0,,,,,+1 Lap,0.0,-8.0,2017,Malaysian Grand Prix
94,WEH,wehrlein,Sauber,sauber,Pascal,Wehrlein,Pascal Wehrlein,17.0,17,18.0,,,,,+1 Lap,0.0,1.0,2017,Malaysian Grand Prix
9,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,18.0,18,19.0,,,,,+2 Laps,0.0,1.0,2017,Malaysian Grand Prix
55,SAI,sainz,Toro Rosso,toro_rosso,Carlos,Sainz,Carlos Sainz,19.0,R,14.0,,,,,Engine,0.0,-5.0,2017,Malaysian Grand Prix
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,20.0,R,0.0,,,,,Battery,0.0,-20.0,2017,Malaysian Grand Prix
