DriverNumber,Abbreviation,DriverId,TeamName,TeamId,FirstName,LastName,FullName,Position,ClassifiedPosition,GridPosition,Q1,Q2,Q3,Time,Status,Points,PositionChange,Year,Event
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,1.0,1,3.0,,,,0 days 01:58:33.667000,Finished,25.0,2.0,2019,Singapore Grand Prix
16,LEC,leclerc,Ferrari,ferrari,Charles,Leclerc,Charles Leclerc,2.0,2,1.0,,,,0 days 00:00:02.641000,Finished,18.0,-1.0,2019,Singapore Grand Prix
33,VER,max_verstappen,Red Bull Racing,red_bull,Max,Verstappen,Max Verstappen,3.0,3,4.0,,,,0 days 00:00:03.821000,Finished,15.0,1.0,2019,Singapore Grand Prix
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,4.0,4,2.0,,,,0 days 00:00:04.608000,Finished,12.0,-2.0,2019,Singapore Grand Prix
77,BOT,bottas,Mercedes,mercedes,Valtteri,Bottas,Valtteri Bottas,5.0,5,5.0,,,,0 days 00:00:06.119000,Finished,10.0,0.0,2019,Singapore Grand Prix
23,ALB,albon,Red Bull Racing,red_bull,Alexander,Albon,Alexander Albon,6.0,6,6.0,,,,0 days 00:00:11.663000,Finished,8.0,0.0,2019,Singapore Grand Prix
4,NOR,norris,McLaren,mclaren,Lando,Norris,Lando Norris,7.0,7,9.0,,,,0 days 00:00:14.769000,Finished,6.0,2.0,2019,Singapore Grand Prix
10,GAS,gasly,Toro Rosso,toro_rosso,Pierre,Gasly,Pierre Gasly,8.0,8,11.0,,,,0 days 00:00:15.547000,Finished,4.0,3.0,2019,Singapore Grand Prix
27,HUL,hulkenberg,Renault,renault,Nico,Hulkenberg,Nico Hulkenberg,9.0,9,8.0,,,,0 days 00:00:16.718000,Finished,2.0,-1.0,2019,Singapore Grand Prix
99,GIO,giovinazzi,Alfa Romeo Racing,alfa,Antonio,Giovinazzi,Antonio Giovinazzi,10.0,10,10.0,,,,0 days 00:00:27.855000,Finished,1.0,0.0,2019,Singapore Grand Prix
8,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,11.0,11,17.0,,,,0 days 00:00:35.436000,Finished,0.0,6.0,2019,Singapore Grand Prix
55,SAI,sainz,McLaren,mclaren,Carlos,Sainz,Carlos Sainz,12.0,12,7.0,,,,0 days 00:00:35.974000,Finished,0.0,-5.0,2019,Singapore Grand Prix
18,STR,stroll,Racing Point,racing_point,Lance,Stroll,Lance Stroll,13.0,13,16.0,,,,0 days 00:00:36.419000,Finished,0.0,3.0,2019,Singapore Grand Prix
3,RIC,ricciardo,Renault,renault,Daniel,Ricciardo,Daniel Ricciardo,14.0,14,20.0,,,,0 days 00:00:37.660000,Finished,0.0,6.0,2019,Singapore Grand Prix
26,KVY,kvyat,Toro Rosso,toro_rosso,Daniil,Kvyat,Daniil Kvyat,15.0,15,14.0,,,,0 days 00:00:38.178000,Finished,0.0,-1.0,2019,Singapore Grand Prix
88,KUB,kubica,Williams,williams,Robert,Kubica,Robert Kubica,16.0,16,19.0,,,,0 days 00:00:47.024000,Finished,0.0,3.0,2019,Singapore Grand Prix
20,MAG,kevin_magnussen,Haas F1 Team,haas,Kevin,Magnussen,Kevin Magnussen,17.0,17,13.0,,,,0 days 00:01:26.522000,Finished,0.0,-4.0,2019,Singapore Grand Prix
7,RAI,raikkonen,Alfa Romeo Racing,alfa,Kimi,Räikkönen,Kimi Räikkönen,18.0,R,12.0,,,,,Collision,0.0,-6.0,2019,Singapore Grand Prix
11,PER,perez,Racing Point,racing_point,Sergio,Perez,Sergio Perez,19.0,R,15.0,,,,,Engine,0.0,-4.0,2019,Singapore Grand Prix
63,RUS,russell,Williams,williams,George,Russell,George Russell,20.0,R,18.0,,,,,Collision,0.0,-2.0,2019,Singapore Grand Prix
