DriverNumber,Abbreviation,DriverId,TeamName,TeamId,FirstName,LastName,FullName,Position,ClassifiedPosition,GridPosition,Q1,Q2,Q3,Time,Status,Points,PositionChange,Year,Event
6,ROS,rosberg,Mercedes,mercedes,Nico,Rosberg,Nico Rosberg,1.0,1,1.0,,,,0 days 01:55:48.950000,Finished,25.0,0.0,2016,Singapore Grand Prix
3,RIC,ricciardo,Red Bull,red_bull,Daniel,Ricciardo,Daniel Ricciardo,2.0,2,2.0,,,,0 days 00:00:00.488000,Finished,18.0,0.0,2016,Singapore Grand Prix
44,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,3.0,3,3.0,,,,0 days 00:00:08.038000,Finished,15.0,0.0,2016,Singapore Grand Prix
7,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,4.0,4,5.0,,,,0 days 00:00:10.219000,Finished,12.0,1.0,2016,Singapore Grand Prix
5,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,5.0,5,22.0,,,,0 days 00:00:27.694000,Finished,10.0,17.0,2016,Singapore Grand Prix
33,VER,max_verstappen,Red Bull,red_bull,Max,Verstappen,Max Verstappen,6.0,6,4.0,,,,0 days 00:01:11.197000,Finished,8.0,-2.0,2016,Singapore Grand Prix
14,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,7.0,7,9.0,,,,0 days 00:01:29.198000,Finished,6.0,2.0,2016,Singapore Grand Prix
11,PER,perez,Force India,force_india,Sergio,Pérez,Sergio Pérez,8.0,8,17.0,,,,0 days 00:01:51.062000,Finished,4.0,9.0,2016,Singapore Grand Prix
26,KVY,kvyat,Toro Rosso,toro_rosso,Daniil,Kvyat,Daniil Kvyat,9.0,9,7.0,,,,0 days 00:01:51.557000,Finished,2.0,-2.0,2016,Singapore Grand Prix
20,MAG,kevin_magnussen,Renault,renault,Kevin,Magnussen,Kevin Magnussen,10.0,10,15.0,,,,0 days 00:01:59.952000,Finished,1.0,5.0,2016,Singapore Grand Prix
21,GUT,gutierrez,Haas F1 Team,haas,Esteban,Gutiérrez,Esteban Gutiérrez,11.0,11,13.0,,,,,+1 Lap,0.0,2.0,2016,Singapore Grand Prix
19,MAS,massa,Williams,williams,Felipe,Massa,Felipe Massa,12.0,12,11.0,,,,,+1 Lap,0.0,-1.0,2016,Singapore Grand Prix
12,NAS,nasr,Sauber,sauber,Felipe,Nasr,Felipe Nasr,13.0,13,16.0,,,,,+1 Lap,0.0,3.0,2016,Singapore Grand Prix
55,SAI,sainz,Toro Rosso,toro_rosso,Carlos,Sainz,Carlos Sainz,14.0,14,6.0,,,,,+1 Lap,0.0,-8.0,2016,Singapore Grand Prix
30,PAL,jolyon_palmer,Renault,renault,Jolyon,Palmer,Jolyon Palmer,15.0,15,18.0,,,,,+1 Lap,0.0,3.0,2016,Singapore Grand Prix
94,WEH,wehrlein,Manor Marussia,manor,Pascal,Wehrlein,Pascal Wehrlein,16.0,16,19.0,,,,,+1 Lap,0.0,3.0,2016,Singapore Grand Prix
9,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,17.0,17,14.0,,,,,+1 Lap,0.0,-3.0,2016,Singapore Grand Prix
31,OCO,ocon,Manor Marussia,manor,Esteban,Ocon,Esteban Ocon,18.0,18,21.0,,,,,+2 Laps,0.0,3.0,2016,Singapore Grand Prix
22,BUT,button,McLaren,mclaren,Jenson,Button,Jenson Button,19.0,R,12.0,,,,,Brakes,0.0,-7.0,2016,Singapore Grand Prix
77,BOT,bottas,Williams,williams,Valtteri,Bottas,Valtteri Bottas,20.0,R,10.0,,,,,Overheating,0.0,-10.0,2016,Singapore Grand Prix
27,HUL,hulkenberg,Force India,force_india,Nico,Hülkenberg,Nico Hülkenberg,21.0,R,8.0,,,,,Collision,0.0,-13.0,2016,Singapore Grand Prix
8,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,22.0,W,20.0,,,,,Withdrew,0.0,-2.0,2016,Singapore Grand Prix
